location.x,location.y,location.z,intensity
20.382697999999998,216.532186,890.7143900000001,16.0
16.198852000000002,214.548726,854.10859,16.0
18.043025,223.806216,852.3705000000001,18.0
17.917164999999997,226.926306,850.38453,15.0
19.299522000000003,223.712946,850.2239300000001,17.0
29.823908,238.662656,914.6435800000002,15.0
31.476991,242.956766,924.0593240000001,15.0
28.566958999999997,240.278956,895.5526800000001,18.0
33.631085,242.806256,928.5934500000001,15.0
24.371132000000003,222.03421600000001,863.7186300000001,16.0
30.611164,238.647666,899.6814,17.0
30.529355,241.662256,898.0008100000001,15.0
24.00761,201.756066,858.4296600000001,14.0
24.476415000000003,217.247902,855.5785600000002,27.0
25.226803000000004,220.380136,859.49462,20.0
24.268383,223.455826,851.7606700000001,20.0
25.285825000000003,214.007836,851.5483600000001,31.0
26.665619,217.19798600000001,859.8153000000001,26.0
25.914045,220.259146,853.43767,21.0
27.025242,232.704232,856.2877300000001,17.0
32.416337999999996,238.561926,891.2260600000001,20.0
31.944423,241.633076,886.8022500000001,15.0
29.979665,251.069736,869.68415,15.0
28.268230000000003,268.627316,851.3402300000001,15.0
28.088797999999997,214.01736599999998,860.04046,32.0
30.450597000000002,217.243786,875.2077200000001,26.0
27.671895,220.180226,854.7078000000001,23.0
28.282845000000002,223.30087600000002,857.7366200000001,22.0
35.099945000000005,233.894636,901.0689300000001,15.0
33.951591,236.962706,891.8896400000001,21.0
33.283287,240.041496,886.05213,15.0
33.659864999999996,243.048376,887.5203800000002,15.0
30.027603,207.822516,865.1111000000001,23.0
29.687515,210.856016,861.5036000000001,30.0
31.221746,214.056061,871.0058800000002,28.0
32.355238,217.181236,877.7259300000001,25.0
30.777082,220.157756,865.4528400000002,29.0
30.209642,223.222576,860.2517600000001,22.0
29.521122000000002,229.42866600000002,852.9687200000001,18.0
35.823141,235.348306,894.94045,18.0
34.974619000000004,238.423466,887.7805500000001,16.0
35.966163,244.396886,892.4359300000001,16.0
30.388561,249.712026,851.19082,15.0
31.854423,206.242566,867.6234000000001,23.0
31.847427,209.299536,866.3337500000001,35.0
32.446218,212.417196,869.3218300000001,29.0
32.948049,215.51187199999998,871.6353700000001,32.0
32.610979,218.550496,868.0236300000001,28.0
32.660560000000004,221.620956,867.1464600000002,26.0
31.030105,224.67202,854.3616200000001,29.0
32.389749,227.777206,862.7735600000001,22.0
38.093301,233.72574600000002,900.8864000000001,18.0
37.298075,236.771721,894.0456100000001,18.0
33.029844,240.134286,862.4436500000002,16.0
35.889902,295.872656,861.56365,15.0
31.973854,198.293016,860.5815200000001,17.0
32.182327,202.928336,860.1636600000002,19.0
34.110071000000005,206.249756,872.6101400000001,26.0
33.636085,209.241532,867.9899200000001,33.0
33.980682,212.331796,869.1977400000001,30.0
34.241507999999996,215.409401,869.8146700000001,29.0
34.097717,218.462076,867.54735,28.0
33.959709000000004,221.526816,865.3207600000001,26.0
33.090191000000004,224.5924,857.8577000000001,28.0
33.686695,227.69153599999999,860.8871200000001,19.0
34.430668,230.77103599999998,864.9848200000001,18.0
38.114807,233.70394199999998,890.2069100000001,21.0
36.296177,239.907586,874.7185100000002,17.0
55.745239,186.383296,1026.239957,15.0
35.128910000000005,200.01131600000002,871.3443000000001,16.0
36.187595,203.209656,877.67325,21.0
35.556070000000005,206.15403,871.8845000000001,38.0
35.633435,209.20755,871.1827300000001,33.0
35.866302000000005,212.278836,871.6025100000002,27.0
36.067739,215.345322,871.8010800000001,24.0
35.641424,218.376666,867.4772200000001,27.0
35.411688,221.437636,864.5673400000001,28.0
34.564693000000005,224.504356,857.19433,27.0
36.245491,230.67804,866.8552900000001,21.0
39.044250000000005,233.643372,885.9064800000001,29.0
38.167497,236.733496,878.3250500000001,19.0
37.276089999999996,239.865456,870.6248800000001,21.0
35.671628999999996,243.110466,857.72567,23.0
47.591535,182.133786,958.650556,14.0
38.66024,197.271886,886.9498300000001,18.0
37.861181,200.131272,879.90839,17.0
37.695476,203.123166,877.4423900000002,27.0
37.433979,206.115106,874.2805500000001,35.0
37.929168000000004,209.208796,876.6081000000001,27.0
37.570469,212.20991600000002,872.7404700000001,22.0
37.575243,215.258326,871.5124400000001,23.0
37.290827,218.297136,868.1799800000001,26.0
37.54903,221.372811,868.8000800000001,26.0
37.129215,224.43402600000002,864.4774800000001,23.0
37.923423,227.514346,869.0191100000001,22.0
38.560621,230.57395200000002,872.4263500000001,22.0
39.53998,233.60096,878.3502700000001,27.0
38.649682999999996,236.711656,870.5870100000001,26.0
38.30064,239.819986,866.7824800000001,28.0
37.638998,242.980336,860.6775300000002,34.0
36.579437,246.221596,851.6373600000001,28.0
51.178485,182.721876,974.2727940000001,15.0
38.185711,192.27025600000002,874.2805400000001,15.0
39.786445,197.115021,884.0256400000001,17.0
39.340543,200.040416,879.4926400000002,22.0
39.204368,203.036836,877.21892,29.0
39.603048,206.11643600000002,878.8601900000001,26.0
39.860832,209.170916,879.4765000000001,23.0
39.351661,212.148886,874.47062,20.0
39.20895,215.18086599999998,872.1497700000001,20.0
39.140952999999996,218.22913599999998,870.3773600000001,24.0
39.396055000000004,221.29846600000002,870.9838200000002,25.0
39.296417000000005,224.35839099999998,868.9812000000001,24.0
39.565775,227.427956,869.7008300000001,24.0
39.832153000000005,230.49366600000002,870.4041300000001,28.0
39.988844,233.56021099999998,870.3018500000001,38.0
39.669477,236.656776,866.6793000000001,44.0
39.546890000000005,239.756696,864.5111300000001,35.0
38.887222,242.92282600000001,858.3577200000001,30.0
39.914885999999996,190.72425099999998,876.2966200000001,15.0
41.259176,194.027321,884.89048,18.0
41.119749,196.99652600000002,882.5741500000001,18.0
40.883966,199.960656,879.5458600000001,24.0
41.110292,203.012086,879.9280100000001,27.0
41.423405,206.07291600000002,880.9569000000001,22.0
41.769041,209.131691,882.2329900000001,21.0
41.662409,212.139771,880.16434,21.0
40.998508,215.115676,873.9607000000001,21.0
40.888971,218.156046,871.86481,23.0
40.85955,221.21035,870.3640500000001,24.0
40.982118,224.27518600000002,869.99543,23.0
41.155744999999996,227.34181999999998,870.01052,25.0
41.051162000000005,230.41440599999999,867.9541200000001,41.0
41.071821,233.492706,866.83257,48.0
40.958304999999996,236.585326,864.7093300000001,33.0
40.950109,239.680766,863.3737400000001,33.0
41.046965,242.772766,862.8263300000001,32.0
41.428669,245.833166,864.4185200000001,34.0
41.004341,248.999666,859.9649100000001,38.0
40.753914,252.162146,856.8128100000001,37.0
40.628248,255.319096,854.5967,35.0
40.238228,258.541896,850.3878200000001,26.0
52.502677,184.88642099999998,961.9983400000001,14.0
41.429452999999995,189.132956,876.7620600000001,16.0
42.225704,192.325276,881.3644800000001,17.0
42.696193,195.425621,883.55834,18.0
42.697845,198.426331,882.2698700000001,23.0
42.73666,201.439591,881.2596300000001,32.0
43.339355,204.54097000000002,884.4602000000001,23.0
43.390329,207.554566,883.5492900000002,22.0
43.32131,210.559706,881.7427000000001,21.0
43.219425,213.571246,879.6899800000001,22.0
42.340591,216.540366,871.8110600000001,20.0
42.330217000000005,219.59314,870.43758,21.0
42.439890000000005,222.656476,869.9671800000001,24.0
42.61738,225.722801,870.0099700000001,28.0
42.664623,228.790296,869.0759600000001,32.0
42.689285,231.863446,867.9735800000001,34.0
42.614647000000005,234.947676,866.1231100000001,34.0
42.641063,238.034566,865.0361800000001,39.0
42.856333,241.10996600000001,865.3794800000001,40.0
43.067364999999995,244.184116,865.6954400000001,38.0
42.198799,247.400066,857.83022,36.0
41.594595,250.617966,851.9581200000001,37.0
41.650825,253.753166,851.0955900000001,37.0
42.660797,256.70831599999997,857.4903600000001,40.0
43.493539999999996,259.667396,862.5532400000001,34.0
50.031885,296.196996,897.19901,15.0
50.941991,186.764546,938.4209340000001,15.0
44.652816,189.47187100000002,889.3871500000001,16.0
44.063963,192.315446,883.6563800000001,18.0
44.278037999999995,195.356491,883.94964,23.0
44.409705,198.37991599999998,883.6277400000001,26.0
44.843658000000005,201.45578,885.5857700000001,31.0
45.120119,204.49739599999998,886.3649500000001,23.0
45.337868,207.52689600000002,886.70685,22.0
45.223126,210.517826,884.5409400000001,22.0
44.289815000000004,213.446606,876.18104,20.0
44.229921000000004,216.480206,874.42164,23.0
44.102064999999996,219.519576,872.1470000000002,22.0
44.003229000000005,222.571736,870.0915000000001,30.0
44.083919,225.63636,869.39979,39.0
44.212565999999995,228.704076,869.0754000000001,33.0
44.430608,231.77066100000002,869.4352500000001,28.0
44.360042,234.850266,867.5989400000001,36.0
44.364053,237.934366,866.3317800000001,36.0
44.58386,241.005396,866.7150000000001,37.0
44.683840000000004,244.088006,866.1861800000001,35.0
44.248385,247.245156,861.55852,39.0
43.181019,250.524726,852.0784000000001,33.0
44.024994,261.370906,854.0193000000002,27.0
43.806379,264.577566,851.0417500000001,26.0
47.307624000000004,294.964376,865.4202200000001,17.0
40.863291000000004,174.264646,855.34652,16.0
40.961557,177.34980000000002,854.7125800000001,15.0
50.065482,184.590752,921.4336300000001,16.0
46.39026,187.963326,891.68226,16.0
45.712526,190.76944600000002,885.2249700000001,18.0
45.663022,193.748286,883.5224400000001,26.0
46.247769,196.863486,886.6370800000001,26.0
46.360946,199.876126,886.1774500000001,31.0
46.816192,202.94608599999998,888.32482,23.0
47.147552000000005,205.98674,889.5370800000001,23.0
47.061859,208.970056,887.5740000000001,23.0
45.462416000000005,213.329972,873.3858000000001,23.0
45.757299,216.395371,874.3207100000001,25.0
45.686406,219.437116,872.4596500000001,24.0
45.542648,222.486366,870.0394800000001,36.0
45.568926000000005,225.550076,868.9233300000001,42.0
45.662933,228.61893600000002,868.3293500000001,35.0
45.873314,231.687296,868.6335500000001,29.0
46.121552,234.75208600000002,869.2340000000002,36.0
46.084812,237.834296,867.64165,39.0
46.225498,240.908656,867.4196400000001,39.0
46.22938,243.999886,866.1433900000001,38.0
45.814588,247.154366,861.6276300000001,37.0
46.311114,250.191976,864.16686,35.0
46.543079,253.262776,864.6633200000001,26.0
46.746702,256.33675600000004,864.94451,23.0
45.603376,266.007346,852.1455400000001,25.0
49.395677,289.901546,871.53565,18.0
50.070451,292.74127599999997,875.57879,18.0
49.777066,297.592076,871.3745800000002,15.0
60.352644,296.872096,952.9852300000001,14.0
52.652803,303.949316,890.9496500000001,15.0
42.083616,174.065986,852.7032800000001,16.0
43.334485,177.531566,860.8428200000001,15.0
47.79186,183.40930600000002,892.7963500000001,16.0
46.633008000000004,186.052606,882.6041900000001,16.0
46.96586,189.12867,883.8043900000001,22.0
47.150519,192.163106,883.8765000000001,27.0
47.786311,195.29335,887.4123900000001,25.0
48.122792000000004,198.34637600000002,888.6627400000001,35.0
48.291835,201.363216,888.6330200000001,24.0
49.073452,204.473986,893.3214200000001,25.0
49.109790000000004,207.46019,892.2826300000002,24.0
47.035441,211.7304,874.2969600000001,19.0
47.11242,214.776486,873.5571300000001,28.0
47.125845,217.822336,872.3278700000001,28.0
47.1136,220.87350600000002,870.9010400000001,40.0
47.138276000000005,223.932862,869.7611600000001,37.0
47.179735,226.99819200000002,868.7528400000001,35.0
47.303049,230.067162,868.3823600000001,35.0
47.673527,233.127926,869.9381000000001,34.0
47.909159,236.18874599999998,870.4508900000001,33.0
47.857857,239.27069600000002,868.7310000000001,31.0
47.974014,242.344616,868.3185000000001,36.0
48.111356,245.418216,868.0744000000001,35.0
48.33983,248.480096,868.5467400000001,36.0
48.470909,251.555896,868.26092,38.0
48.664984000000004,254.621746,868.4722000000002,34.0
49.035419000000005,257.649906,870.0724500000001,25.0
50.876501000000005,289.833716,871.0345400000001,22.0
51.858374,292.532416,877.5621400000001,19.0
60.147005,293.189186,941.6907400000001,15.0
60.354868,296.046136,942.1493,15.0
56.230231,304.269086,906.7832000000001,15.0
46.814028,172.100186,878.3724900000001,16.0
45.50006,177.65164199999998,865.5083800000001,16.0
47.967878999999996,182.93194599999998,882.4609100000001,17.0
48.160767,187.467716,881.90903,19.0
48.545985,190.55679600000002,883.5300000000001,33.0
49.366953,193.735871,888.5332800000001,25.0
49.672062,196.781326,889.55312,39.0
49.931452,199.81242600000002,890.2245400000002,26.0
50.797315,202.940296,895.61463,24.0
50.746093,205.90580599999998,893.8861100000001,32.0
48.905622,208.656386,878.2198800000001,18.0
48.230206,211.611216,871.6068200000001,23.0
48.702559,214.696961,873.9439600000001,27.0
48.592779,217.733386,871.7399800000001,37.0
48.719145,220.79132099999998,871.3829600000001,35.0
48.756143,223.849096,870.3288200000001,31.0
48.870003,226.91243,869.87913,40.0
49.053323,229.976716,869.9778000000001,33.0
49.462752,233.031196,871.8584500000001,29.0
49.610355999999996,236.091886,871.6863000000001,33.0
49.642346,239.163216,870.6063900000001,37.0
49.849477,242.222176,870.9097000000002,37.0
50.059099,245.279336,871.2372,34.0
50.272751,248.334416,871.6010500000001,31.0
50.517346,251.382546,872.21445,32.0
50.665365,254.445976,872.0674600000001,32.0
50.768387000000004,257.519956,871.56672,31.0
50.774368,260.619456,870.2974900000002,26.0
50.064934,287.579676,853.4361200000001,21.0
52.341593,289.773156,870.4009000000001,23.0
53.130351000000005,292.55847600000004,875.4447700000001,22.0
56.530781,295.594046,900.8946600000002,18.0
57.714715,298.05994599999997,909.1809600000001,15.0
51.256197,145.59816,913.8856400000001,16.0
51.604489,170.32251,904.98432,16.0
47.852961,171.837806,874.5173100000001,16.0
47.559602,177.74144,869.4511300000001,17.0
49.462249,181.351756,882.8741400000001,18.0
49.900459,187.445616,883.5455000000001,20.0
50.311921,190.537226,885.3918700000002,25.0
51.043546,193.692306,889.7521000000002,29.0
51.342301,196.73319600000002,890.7355000000001,37.0
51.967780000000005,199.830196,894.2880600000001,25.0
52.545042,202.899946,897.4744600000001,34.0
51.1214,205.65695599999998,884.9402000000001,20.0
49.886404999999996,208.503796,873.8651300000001,19.0
49.953242,211.547046,873.0277800000001,27.0
50.15479,214.605926,873.2553300000001,32.0
50.056945999999996,217.644136,871.1222700000001,31.0
50.265097,220.706746,871.4082500000001,32.0
50.284658,223.76351599999998,870.2055400000002,36.0
50.657967,226.827042,871.8083200000001,35.0
50.817137,229.8862,871.7192000000001,38.0
51.050243,232.942826,872.2211800000001,38.0
51.464922,235.98551600000002,874.1727500000001,33.0
51.551592,239.045206,873.5200900000001,31.0
51.760791,242.095676,873.8467300000001,32.0
51.915509,245.151456,873.7430200000001,31.0
52.407821,248.158146,876.3411600000001,31.0
52.813121,251.165866,878.2527000000001,31.0
53.068685,254.192136,878.9727200000001,33.0
53.264201,257.22754599999996,879.2164200000001,29.0
53.384536,260.279656,878.86048,32.0
53.242243,263.40108599999996,876.39588,31.0
50.942092,281.386836,850.5237500000001,24.0
52.295129,287.205466,858.81446,21.0
53.645559,289.78432599999996,868.4499700000001,24.0
55.69797,291.985676,883.8160600000001,23.0
56.698471,294.615116,890.6611700000001,20.0
57.428578,297.345326,895.3223800000001,17.0
57.636327,300.328166,895.7372,15.0
55.811515,304.43406600000003,879.5612100000001,15.0
55.691094,309.225946,876.63502,14.0
51.687752,163.817562,896.66227,16.0
48.641303,168.471573,870.0341700000001,16.0
47.104393,170.896328,856.5698600000001,15.0
48.442032,174.417031,865.64344,17.0
49.195693,179.198891,869.4501000000001,17.0
50.855537,182.723116,881.1148000000001,18.0
50.660421,185.65676100000002,878.1873400000001,18.0
51.737386,188.94149,885.2982200000001,26.0
52.478577,192.106476,889.7768000000001,26.0
52.824035,195.15920599999998,891.1388000000001,47.0
53.497638,198.270566,895.1078400000001,27.0
54.03683,201.33623599999999,898.0242800000001,35.0
53.246684,204.173006,890.3948100000001,21.0
51.278298,206.885496,873.3826700000001,19.0
51.457975000000005,209.941776,873.4334600000001,28.0
51.680923,213.001702,873.8332100000001,37.0
51.565626,216.03351600000002,871.5388100000001,32.0
51.748971,219.093736,871.6287100000001,32.0
52.058051,222.157576,872.7285400000001,31.0
52.168907000000004,225.212946,872.2474300000001,43.0
52.385893,228.26989600000002,872.6200000000001,44.0
52.823826,231.318176,874.7709100000001,45.0
53.702644,234.33229599999999,880.4741000000001,26.0
53.738015000000004,237.37753600000002,879.40786,26.0
53.860759,240.420316,879.0467400000001,33.0
53.976256,243.466056,878.63003,33.0
54.853331,246.409356,884.3656400000001,30.0
55.300394,249.390636,886.6420200000001,29.0
55.588735,252.388666,887.6427400000001,35.0
55.73439,255.410546,887.49314,31.0
55.683093,258.477856,885.7488900000001,27.0
55.18068,261.666066,880.3399900000001,25.0
52.445424,265.483316,856.7650000000001,24.0
51.998695,268.76392599999997,851.7700100000001,26.0
54.421373,286.869956,863.4635400000001,25.0
56.4186,289.142316,878.5182400000001,26.0
57.495298,291.764336,886.0468300000001,23.0
57.574937,294.835306,885.3937000000001,18.0
57.366138,304.32516599999997,879.7476000000001,16.0
57.530288,307.375206,879.79465,15.0
58.965246,330.122886,881.9398400000001,14.0
50.743575,162.65334000000001,877.28078,15.0
48.004184,169.038769,852.0313000000001,17.0
48.898756,173.94300099999998,856.9573600000001,16.0
50.577947,177.558966,868.8584200000001,16.0
51.905459,180.99945100000002,877.99584,17.0
53.327081,184.41954099999998,887.9093200000001,18.0
53.255149,187.371496,885.9428,22.0
53.758383,190.481196,888.5669800000001,25.0
54.294136,193.584236,891.4615700000002,52.0
54.843649,196.674506,894.4773500000001,30.0
55.535296,199.776046,898.6432000000001,36.0
55.295003,202.69384,895.3471400000001,21.0
53.440475,205.38324,879.0817200000001,19.0
52.947053,208.336196,873.7261100000001,28.0
53.142331999999996,211.392656,873.90642,45.0
52.988546,214.417061,871.2772600000001,31.0
53.323168,217.487886,872.58756,32.0
53.556877,220.546976,873.08945,42.0
53.849217,223.60466,874.0708200000001,31.0
54.341926,226.65757000000002,876.68136,43.0
55.679695,229.680466,886.1551700000001,29.0
56.36047,232.67954600000002,890.3211100000001,24.0
56.679056,235.679001,891.5564800000001,26.0
56.786675,238.689646,891.0814100000001,27.0
56.897951,241.702566,890.6387400000001,29.0
57.090248,244.707706,890.8596000000001,34.0
57.476252,247.682886,892.6668400000001,30.0
57.739271,250.669666,893.4762000000001,26.0
57.559197,253.738076,890.6632400000001,32.0
57.587143,256.777156,889.5522800000001,27.0
56.992099,259.970576,883.3295,27.0
54.846437,263.600506,864.3548300000001,27.0
53.994707,266.968746,855.9830200000001,29.0
53.540279,270.262066,850.8669800000001,30.0
55.399025,285.435786,859.3791100000001,29.0
57.553932,287.662256,875.8929,29.0
58.201977,290.494686,879.9360600000001,24.0
58.135111,293.651966,878.0484700000001,22.0
58.24941,296.728616,877.6674100000001,19.0
58.633563,299.665276,879.5370800000001,17.0
58.631713,302.805966,878.1939400000001,19.0
62.044814,305.526996,904.7249400000001,16.0
63.082233,307.975796,912.1095,15.0
78.576227,328.714146,1029.234658,14.0
52.913858000000005,145.208526,890.9273600000001,15.0
52.833189000000004,159.866016,883.1271900000002,15.0
50.448928,166.281681,860.4903800000001,17.0
50.567996,172.385356,858.5382900000001,17.0
51.213334,175.651816,862.2654500000001,17.0
53.340097,179.39345600000001,877.9085300000002,17.0
54.405156,182.719786,885.0538200000001,19.0
54.999485,185.870461,888.4294600000001,20.0
55.290681,188.92057599999998,889.37291,24.0
55.795901,192.01871599999998,892.0508000000001,42.0
56.279312,195.09725600000002,894.5629500000001,32.0
56.948242,198.200616,898.58689,39.0
57.478616,201.25654600000001,901.5017400000002,21.0
55.508188000000004,203.884166,884.1357500000001,20.0
54.519633,206.74402600000002,874.7078100000001,35.0
54.762674000000004,209.803696,875.2786500000001,43.0
54.640293,212.823311,872.8787900000001,25.0
54.850248,215.881666,873.1867400000001,34.0
55.177366,218.944916,874.45594,37.0
55.444997,221.999146,875.2458900000001,36.0
57.469508,225.073766,890.41956,31.0
58.477416,228.075456,897.3040500000001,24.0
58.847599,231.059281,898.9772700000001,25.0
59.064618,234.042061,899.4002300000001,27.0
59.138689,237.033116,898.6523300000001,35.0
59.147915,240.034476,897.3723500000001,32.0
59.173783,243.040856,896.23003,28.0
59.208017,246.052316,895.1576300000002,31.0
59.07929,249.096136,892.7396400000001,31.0
58.99467,252.145106,890.6842000000001,32.0
58.055822,255.381406,881.5517300000001,29.0
58.660778,258.314746,885.2036800000001,25.0
58.310810000000004,261.468206,880.9391200000001,27.0
57.893416,264.663526,876.1074000000001,26.0
55.583657,268.444726,855.5178700000001,28.0
55.121458000000004,271.75028599999996,850.2777900000001,25.0
57.148629,283.679236,861.67713,31.0
