x,y,ID,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30,Day31,Day32,Day33,Day34,Day35,Day36,Day37,Day38,Day39,Day40,Day41,Day42,Day43,Day44,Day45,Day46,Day47,Day48,Day49,Day50,Day51,Day52,Day53,Day54,Day55,Day56,Day57,Day58,Day59,Day60,Day61,Day62,Day63,Day64,Day65,Day66,Day67,Day68,Day69,Day70,Day71,Day72,Day73,Day74,Day75,Day76,Day77,Day78,Day79,Day80,Day81,Day82,Day83,Day84,Day85,Day86,Day87,Day88,Day89,Day90,Day91,Day92,Day93,Day94,Day95,Day96,Day97,Day98,Day99,Day100,Day101,Day102,Day103,Day104,Day105,Day106,Day107,Day108,Day109,Day110,Day111,Day112,Day113,Day114,Day115,Day116,Day117,Day118,Day119,Day120,Day121,Day122,Day123,Day124,Day125,Day126,Day127,Day128,Day129,Day130,Day131,Day132,Day133,Day134,Day135,Day136,Day137,Day138,Day139,Day140,Day141,Day142,Day143,Day144,Day145,Day146,Day147,Day148,Day149,Day150,Day151,Day152,Day153,Day154,Day155,Day156,Day157,Day158,Day159,Day160,Day161,Day162,Day163,Day164,Day165,Day166,Day167,Day168,Day169,Day170,Day171,Day172,Day173,Day174,Day175,Day176,Day177,Day178,Day179,Day180,Day181,Day182,Day183,Day184,Day185,Day186,Day187,Day188,Day189,Day190,Day191,Day192,Day193,Day194,Day195,Day196,Day197,Day198,Day199,Day200,Day201,Day202,Day203,Day204,Day205,Day206,Day207,Day208,Day209,Day210,Day211,Day212,Day213,Day214,Day215,Day216,Day217,Day218,Day219,Day220,Day221,Day222,Day223,Day224,Day225,Day226,Day227,Day228,Day229,Day230,Day231,Day232,Day233,Day234,Day235,Day236,Day237,Day238,Day239,Day240,Day241,Day242,Day243,Day244,Day245,Day246,Day247,Day248,Day249,Day250,Day251,Day252,Day253,Day254,Day255,Day256,Day257,Day258,Day259,Day260,Day261,Day262,Day263,Day264,Day265,Day266,Day267,Day268,Day269,Day270,Day271,Day272,Day273,Day274,Day275,Day276,Day277,Day278,Day279,Day280,Day281,Day282,Day283,Day284,Day285,Day286,Day287,Day288,Day289,Day290,Day291,Day292,Day293,Day294,Day295,Day296,Day297,Day298,Day299,Day300,Day301,Day302,Day303,Day304,Day305,Day306,Day307,Day308,Day309,Day310,Day311,Day312,Day313,Day314,Day315,Day316,Day317,Day318,Day319,Day320,Day321,Day322,Day323,Day324,Day325,Day326,Day327,Day328,Day329,Day330,Day331,Day332,Day333,Day334,Day335,Day336,Day337,Day338,Day339,Day340,Day341,Day342,Day343,Day344,Day345,Day346,Day347,Day348,Day349,Day350,Day351,Day352,Day353,Day354,Day355,Day356,Day357,Day358,Day359,Day360,Day361,Day362,Day363,Day364,Day365,TOTAL,CorCoef,CorCoef_Jul_Dec,CorCoef_2010,CorCoef_Three_months,CorCoef_Jan_Jun
568839,1081405,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995967,0
553946,1073125,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,400,200,300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1000,4000,4500,3500,2000,700,300,250,200,150,0,50,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,950,1000,1200,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,180,160,130,70,0,0,0,0,0,0,0,0,0,0,0,0,100,150,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,700,600,0,0,0,400,600,3000,2500,1000,600,200,100,2500,2000,1500,1200,300,3800,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,5000,4700,6000,14000,0,0,0,0,4000,300,4500,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89342,0,0,0,0.9992018,0
560609,1081144,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,600,1200,3000,500,200,150,50,50,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,350,500,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,150,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,250,4000,3000,1500,1200,500,150,100,70,400,350,250,3500,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3500,3700,4500,9000,0,0,0,0,3500,150,2600,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54762,0,0,0,0.9993423,0
553394,1079905,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,600,722,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,320,280,350,3500,3460,0,0,0,0,0,600,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,650,310,220,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,185,5500,180,260,1800,9600,0,0,0,0,0,6500,0,0,0,0,0,0,80,0,0,0,0,0,0,43,72,4600,6200,6300,6700,4200,5600,420,0,0,0,0,0,82,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73657,0,0,0,0.9991035,0
589383,1088204,1028,0,0,0,900,100,60,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1000,0,0,0,0,650,650,0,0,1000,750,1100,1000,1000,900,0,0,0,0,0,0,0,1270,1360,1260,1309,1260,9060,9097,1020,1500,1470,0,0,0,0,5000,6000,6500,2200,250,250,520,400,220,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,50,0,0,0,0,0,60,0,0,0,0,25,400,700,0,0,0,0,0,0,150,150,0,0,10,10,0,20,10,0,0,0,0,0,250,20,0,0,20,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,420,0,0,0,0,0,0,0,0,0,350,500,1700,0,3500,0,2000,1700,1800,2500,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80441,0.41825805,0.41825805,0.10138536,0.9997654,0
586823,1088570,1029,0,0,0,200,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,4000,0,0,0,0,120,120,0,0,200,150,140,130,50,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,900,0,90,0,0,500,0,15,0,3500,0,0,0,0,2200,110,100,0,0,3000,4800,0,80,2800,0,0,250,380,0,32000,200,0,0,0,150,0,0,0,0,0,0,400,1500,0,0,0,0,0,3200,0,100000,3000,0,0,0,1500,0,300,4000,0,0,0,750,700,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193705,0,0,0,0.9961729,0
553232,1066126,1031,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,165,398,183,118,69,62,39,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,25,98,351,1976,3250,2549,2400,1612,0,0,0,365,215,0,0,0,0,0,12,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,82,91,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,284,5387,3128,852,756,348,155,87,52,0,0,0,0,856,3597,4897,2568,987,98,658,0,0,3564,3982,5789,8569,3652,0,0,0,0,0,0,0,0,0,0,0,0,56,48,1897,5682,7896,4852,2842,898,251,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88952,0,0,0,0.9992882,0
560271,1066811,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650,986,0,0,0,700,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13989,0,0,0,0.9995637,0
563929,1076660,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.9995457,0
549285.3996,1028493.911,1036,22,126,92,88,32,22,0,68,82,112,86,126,48,43,30,54,230,320,54,36,42,0,82,42,36,46,54,38,44,55,42,18,24,44,56,21,26,42,28,0,0,0,32,8,12,8,14,24,18,16,22,22,18,20,218,422,35,25,37,46,154,76,6,220,210,220,246,186,42,0,0,0,0,0,0,42,0,0,85,123,240,58,0,0,148,210,183,123,78,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,14,0,4,0,0,8,3,6,3,5,10,14,6,12,4,8,0,2,5,18,22,7,5,16,0,18,26,14,20,10,18,24,14,8,20,24,12,6,24,16,13,24,26,8,16,12,16,15,8,16,18,26,16,0,28,11,13,10,5,24,14,12,0,8,12,6,12,0,6,12,14,4,8,0,2,46,0,14,12,30,16,852,1256,320,158,142,64,148,16,32,16,52,120,90,36,126,94,62,8,22,24,28,120,520,986,640,1200,15000,8250,8200,420,1376,956,816,178,64,95,870,870,270,54,52,36,14,21,20,18,6,3,5,24,32,1200,214,454,4212,1220,0,54,136,54,36,10,14,6,10,14,21,6,0,26,0,8,8,16,8,4,4,6,0,10,5,0,10,5,3,10,6,5,0,12,16,5,18,28,16,0,10,28,12,26,12,8,14,12,6,8,2,25,24,18,12,54,42,28,26,15,42,24,21,32,26,14,0,12,21,14,12,18,0,42,8,6,18,24,36,52,48,54,42,38,46,32,14,100,150,200,826,424,192,54,86,82,42,25,120,46,76,24,56,24,64,18,56,178,63710,0.42061393,0.42061393,0.4273999,0.9996419,0.033409114
559376.5369,1038970.933,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,48,0,0,0,0,10000,1050,350,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,1150,2300,80,102,105,70,25,0,0,0,0,6500,3500,1100,180,1200,85,0,0,0,0,0,155,0,260,6500,7000,10000,12500,13000,1500,250,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,430,40,0,0,0,0,0,0,0,0,0,0,26,110,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,120,13,30,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98839,0.58881458,0.58881458,0.49510244,0.9995867,0.006052547
550663.2421,1021203.975,1038,12,86,146,210,48,38,0,124,54,96,120,180,34,78,28,42,320,438,32,48,52,0,24,32,40,58,70,54,62,42,36,24,36,52,68,17,28,34,52,0,0,0,8,12,22,18,10,16,20,12,8,16,24,14,38,50,46,34,30,46,154,76,6,220,210,220,246,186,42,0,0,0,0,0,0,42,0,0,85,123,240,58,0,0,148,210,183,123,78,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,14,0,4,0,0,8,3,6,3,5,10,14,6,12,4,8,0,2,5,18,22,7,5,16,0,18,26,14,20,10,18,24,14,8,20,24,12,6,24,16,13,24,26,8,16,12,16,15,8,16,18,26,16,0,28,11,13,10,5,24,14,16,0,6,16,24,18,0,12,18,12,8,5,0,3,68,0,54,34,25,44,254,528,84,124,240,36,62,18,14,8,14,26,34,12,56,120,54,36,26,12,45,216,480,620,420,118,524,1220,624,570,268,36,44,412,48,74,1240,1240,262,28,22,40,6,14,12,6,12,0,152,98,136,2850,120,280,2720,4820,230,182,124,216,56,14,8,12,18,24,16,21,0,16,6,11,18,8,14,8,12,4,12,7,0,4,6,8,5,0,0,17,16,13,28,22,12,26,20,12,18,14,21,16,24,12,20,24,0,4,0,14,5,21,8,32,46,24,32,20,45,28,32,46,36,46,12,20,14,20,15,21,1,14,24,29,21,16,42,14,0,0,18,24,36,48,28,120,170,250,216,182,114,156,92,150,68,56,72,56,48,76,30,54,24,44,120,262,33323,0.13269054,0.13269054,0.15314144,0.9998196,0.089791962
552401.0655,1054250.582,1039,16,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,24,76,479,0,0,0,246,210,216,67,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,119,320,426,523,372,0,114,67,34,26,20,16,14,32,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,143,33,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,364,260,2375,2950,1300,3647,1335,1457,150,80,32,0,0,431,71,67,47,38,6,0,0,0,0,0,0,0,0,0,0,240,1460,2735,1600,3525,2154,472,1417,1734,96,0,0,47,34,156,0,278,8,0,0,0,0,0,0,18,0,42,14,12,38,47,123,27,42,8,0,0,0,0,0,7,7,9,7,16,57,0,0,0,0,0,0,0,0,0,0,0,0,7,0,116,274,14,0,36,0,0,0,0,0,0,0,0,0,0,62,62,6,0,4,0,0,0,0,0,0,0,0,0,0,0,21,18,24,0,7,0,0,74,236,452,382,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,18,0,0,0,0,0,0,0,468,363,114,27,0,0,0,0,0,0,0,0,16,0,0,0,39126,0,0,0,0.9995246,0
554130.0129,1034740.199,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,105,35,0,0,0,0,20000,7000,120,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,5,12,0,0,0,100,125,0,0,125,535,1600,2100,500,30,5,5,0,0,0,0,0,0,5000,2000,850,150,1500,120,0,0,0,0,0,205,0,300,5000,5500,6500,15000,25000,350,300,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,350,55,0,0,0,0,0,0,0,0,0,0,50,92,120,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,100,12,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121631,0.72412277,0.72412277,0.56040234,0.9992906,0.011331171
556992.5906,1049985.118,1041,118,942,174,75,47,0,0,0,0,0,0,0,0,0,0,0,966,0,0,450,420,0,0,0,0,157,58,94,9,45,21,34,96,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,134,40,45,17,20,16,14,32,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,143,33,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,364,260,2375,2950,1300,3647,1335,1457,150,80,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,14,2,18,76,84,43,76,14,3,0,0,0,0,0,12,12,4,27,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,16,126,94,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37,52,172,176,154,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,894,16,171,4,0,0,0,0,0,0,0,0,0,0,0,22880,0.01755823,0.01755823,0,0.9996747,0.008520754
562443.3853,1026776.938,1042,0,0,0,0,0,0,0,42,41,35,30,11,0,0,31,0,0,65,23,24,900,83,480,362,230,15,13,18,65,29,30,45,46,0,0,52,45,38,29,34,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,0,87,46,35,25,9,15,0,17,6,9,5,3,0,0,0,0,0,0,0,6,0,0,0,8,15,18,130,210,0,0,0,0,0,5,0,0,6,12,0,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,17,0,20,16,0,0,11,19,0,0,0,0,0,41,450,600,800,30,12,0,19,150,63,52,36,36,32,10,34,15,12,9,13,8,20,93,11,9,7,9,0,36,16,13,9,7,16,0,13,0,483,846,52,26,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,35,13,48,20,12,0,0,0,0,7,2,10,10,0,37,35,43,0,0,0,0,83,0,72,45,354,2900,6000,360,4000,8000,780,89,73,65,231,67,70,0,54,32,0,27,21,0,0,0,0,0,0,0,62,115,23,41,37,850,86,82,70,58,73,48,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,13,12,12,16,21,38,20,19,43,9,21,16,0,0,8,13,0,0,8,0,0,0,26,23,20,15,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,37,32,13,5,5,24,19,24,0,21,18,12,18,9,31,36,29,41,76,58,21,21,11,27,8,7,7,11,40,19,43,121,57,19,24,0,5,17,19,28,27,28,17,21,34383,0.37369307,0.37369307,0.3712714,0.9998973,0
