15/7/2008,29.3,76.75,WSW,11.91,25,100,WSW,3.7,34,56,SW,11.1,
16/7/2008,28.95,79.04,SW,14.5,26,100,SSW,14.81,34,56,West,11.1,
17/7/2008,28.85,78.22,SSW,14.4,26,94,SSW,9.33,34,52,SW,18.51,
18/7/2008,28.21,78,SSW,10.96,26,89,SW,1.93,33,55,SSW,9.33,
19/7/2008,27.73,79.96,Calm,6.73,25,94,ENE,1.93,33,59,WSW,9.33,uuu_3:30 PM
20/7/2008,28.27,77.29,West,6.93,25,94,Calm,0,31,62,North,13.04,
21/7/2008,27.36,81.95,West,5.18,23,100,WSW,1.93,32,62,WNW,7.4,
22/7/2008,27.43,84.25,Variable,6.41,26,100,West,1.93,34,59,West,9.33,
23/7/2008,24.6,94.55,SW,7.06,25,100,Calm,0,27,89,SW,13.04,
24/7/2008,26.49,84.4,North,9.57,23,100,Calm,0,31,66,NW,14.81,
25/7/2008,25.87,89.77,Variable,6.96,24,100,Calm,0,29,74,Calm,0,
26/7/2008,26.59,84.64,Calm,8.46,23,100,Calm,0,32,62,West,9.33,
27/7/2008,26.02,83.18,WSW,9.9,24,94,Calm,0,24,100,SW,18.51,
28/7/2008,26.5,78.96,West,15.76,24,94,SW,14.81,30,62,West,18.51,
29/7/2008,26.54,81.3,WSW,11.08,23,94,West,3.7,32,59,West,16.74,
30/7/2008,26.33,89.07,Calm,9.87,24,100,SSW,5.63,31,66,SW,20.44,
31/7/2008,26.62,85.8,SSW,9.71,25,94,South,5.63,32,59,West,9.33,
1/8/2008,25.83,90.73,Calm,5.8,24,100,NE,1.93,30,70,Variable,1.93,
2/8/2008,25.7,87,Calm,5.6,23,100,Calm,0,32,62,West,11.1,
3/8/2008,25.96,86.84,Calm,8.19,23,100,Calm,0,31,62,West,18.51,
4/8/2008,25.84,87.25,WSW,9.55,24,100,Calm,0,31,62,WSW,22.21,
5/8/2008,26.45,85.82,SW,15.95,24,100,SW,5.63,31,66,SW,29.61,
6/8/2008,25.66,90.86,SW,17.49,25,94,SW,7.4,30,70,SW,25.91,
7/8/2008,25.29,85.57,WSW,19.11,23,94,WSW,9.33,28,74,West,25.91,
8/8/2008,26.25,83.57,WSW,14.81,25,94,South,13.04,29,70,WSW,20.44,
9/8/2008,27.93,77.38,WSW,11.81,24,100,WSW,5.63,32,59,WSW,18.51,
10/8/2008,27.27,81.41,West,9.94,24,100,West,1.93,31,66,West,13.04,
11/8/2008,25.35,93.15,WSW,8.12,25,100,Variable,1.93,27,89,WSW,9.33,
12/8/2008,25.89,89.02,Variable,4.72,24,100,North,1.93,33,59,Variable,5.63,
13/8/2008,27.28,82.45,Variable,4.54,23,100,Calm,0,31,66,West,9.33,
14/8/2008,27.1,84.23,West,6.61,24,100,Calm,0,33,59,West,7.4,
15/8/2008,26.27,87,WSW,7.39,23,100,ENE,1.93,31,66,WSW,9.33,
16/8/2008,25.45,89.86,SW,10.12,23,100,East,1.93,30,70,SSW,14.81,
17/8/2008,24.98,94.04,Calm,6.29,24,94,Calm,0,24,100,South,9.33,
18/8/2008,24.64,95.77,Variable,5.78,24,100,West,1.93,24,100,Variable,5.63,
19/8/2008,25.7,90.96,Variable,5.81,23,100,South,1.93,31,66,WNW,13.04,
20/8/2008,26.15,90.95,WSW,8.26,24,100,South,7.4,29,84,WSW,7.4,
21/8/2008,27.21,83.89,SSW,11.68,24,100,SW,3.7,32,66,West,13.04,
22/8/2008,28.29,78.73,SSW,11.82,25,100,SSW,5.63,32,62,SW,14.81,
23/8/2008,28.18,81.02,Variable,6.14,25,100,Variable,1.93,32,62,Variable,3.7,
24/8/2008,27.15,85.58,Variable,5.02,25,94,WSW,1.93,31,70,Variable,3.7,
25/8/2008,26.71,84.29,Calm,4.34,23,100,Calm,0,24,94,WNW,9.33,
26/8/2008,26.54,88.73,Variable,3.75,23,100,East,1.93,32,59,SSE,7.4,
27/8/2008,27.45,82.12,SE,8.32,24,100,NNE,1.93,31,66,SE,20.44,
28/8/2008,27.69,81.46,SSE,8.56,25,94,ENE,5.63,32,62,SSE,16.74,
29/8/2008,27.09,83.29,Calm,2.85,24,100,Calm,0,30,70,WNW,9.33,
30/8/2008,27.52,81.66,Variable,4.67,24,100,Variable,1.93,32,62,South,14.81,
31/8/2008,26.48,86.23,Calm,2.63,23,100,ENE,1.93,32,62,Calm,0,
1/9/2008,27.23,83.43,Calm,6.39,25,100,Calm,0,31,66,SE,11.1,
2/9/2008,27.2,85.23,NE,4.97,24,100,NNE,1.93,31,66,ESE,7.4,
3/9/2008,26.12,91.34,Calm,5.22,24,100,Calm,0,26,83,WSW,16.74,
4/9/2008,26.07,88.8,Variable,8.23,23,100,NE,3.7,30,70,WSW,16.74,
5/9/2008,26.5,87.77,Variable,7.26,23,100,North,5.63,23,100,ENE,24.14,
6/9/2008,26.06,90.35,Variable,4.56,23,100,NNW,3.7,29,79,NW,16.74,
7/9/2008,26.21,87.61,Variable,6.03,23,100,Variable,1.93,29,70,Variable,5.63,
8/9/2008,24.87,93.35,Variable,4.18,23,100,Variable,1.93,28,84,Variable,1.93,
9/9/2008,24.1,96.9,NW,9.5,23,100,NW,9.33,26,89,North,13.04,
10/9/2008,24.73,94.64,West,8.47,23,100,Calm,0,27,84,West,9.33,
11/9/2008,25.38,91.56,SSW,14.49,24,100,SSW,13.04,28,79,WSW,13.04,
12/9/2008,26.61,83.91,SSW,13.06,23,100,SSW,3.7,32,59,WSW,20.44,
13/9/2008,25.44,87.96,West,6.35,23,100,West,1.93,28,79,West,11.1,
