cell,x
1681,757.380485
1682,724.7174304
1683,692.3097844
1684,660.3173285
1685,628.9216154
1686,598.2979667
1687,568.5574392
1688,539.6566632
1689,511.2998003
1690,482.898589
1691,453.6876167
1692,423.05746
1693,390.9214527
1694,357.1781388
1695,319.2191072
1696,274.0170452
1697,249.8957011
1698,268.7489491
1699,270.7248338
1700,228.8146988
1701,72.55602712
1702,225.9357571
1703,285.1499371
1704,313.965407
1705,317.6971906
1706,296.9018905
1707,271.4520269
1708,286.332664
1709,314.7123995
1710,322.6633803
1711,306.7663215
1712,277.9250936
1713,264.749539
1714,284.5385178
1715,322.6116637
1716,358.4374107
1717,383.1925802
1718,396.8736378
1719,402.3127991
1720,401.7378144
1721,394.5506474
1722,377.1120668
1723,343.9269541
1724,289.5580661
1725,233.9295698
1726,269.5840927
1727,323.8075299
1728,353.1216488
1729,358.1493204
1730,339.6588335
1731,295.2023174
1732,226.0728179
1733,235.9609032
1734,329.2633184
1735,411.6670439
1736,482.4576004
1737,545.4910657
1738,603.1161121
1739,656.7370682
1740,707.2441849
1741,750.0551007
1742,716.6622469
1743,683.4172606
1744,650.4915521
1745,618.1041035
1746,586.5007013
1747,555.8857124
1748,526.2817855
1749,497.3266799
1750,468.0979977
1751,437.1536804
1752,403.0501277
1753,365.6309403
1754,327.1400968
1755,285.8226345
1756,216.5989889
1757,138.3681656
1758,239.1717396
1759,253.8100499
1760,223.4819529
1761,201.3337206
1762,255.5681535
1763,308.2106816
1764,337.1024578
1765,346.3150976
1766,341.4948437
1767,334.8458084
1768,338.5511113
1769,346.3451978
1770,344.304623
1771,326.1099873
1772,292.6674254
1773,253.277583
1774,248.231411
1775,294.647802
1776,337.017431
1777,361.2380707
1778,370.8838067
1779,372.5036235
1780,371.6035513
1781,367.5750599
1782,353.8545687
1783,321.4722267
1784,256.1238411
1785,104.1727034
1786,232.1808636
1787,310.0561285
1788,346.6859112
1789,357.3615472
1790,347.9374595
1791,323.6554419
1792,299.6388812
1793,310.1438437
1794,360.663723
1795,423.5191585
1796,485.7821752
1797,544.7777647
1798,600.3857538
1799,652.9808464
1800,702.978058
1801,742.4420575
1802,708.0672248
1803,673.6496606
1804,639.3528531
1805,605.4244054
1806,572.2034246
1807,540.0696469
1808,509.2625659
1809,479.5176763
1810,449.6066527
1811,417.0716738
1812,378.5329616
1813,331.5794388
1814,282.937229
1815,253.3218109
1816,224.217284
1817,206.3421013
1818,245.8423527
1819,238.5883371
1820,176.3463666
1821,216.8426137
1822,283.6601161
1823,330.8744481
1824,359.6474702
1825,373.258279
1826,376.6009588
1827,376.0628575
1828,376.0265497
1829,374.3239187
1830,364.5833653
1831,340.7988604
1832,296.3770211
1833,214.3707289
1834,151.1787244
1835,265.1283691
1836,317.5896145
1837,338.616877
1838,339.6779883
1839,332.7567251
1840,332.2065251
1841,337.4081707
1842,335.2691525
1843,316.9659199
1844,279.4167681
1845,244.4698598
1846,274.2553283
1847,321.787468
1848,351.0742139
1849,361.8320239
1850,358.5006564
1851,348.0107474
1852,342.2022224
1853,355.4100927
1854,391.1741452
1855,440.4593886
1856,494.4397081
1857,548.7254472
1858,601.6310914
1859,652.6343676
1860,701.6689221
1861,734.7104427
1862,699.1330401
1863,663.2304637
1864,627.1202184
1865,591.0400848
1866,555.4140615
1867,520.8833879
1868,488.1609938
1869,457.4877784
1870,427.6704329
1871,395.2319956
1872,354.0767601
1873,294.6534734
1874,207.138795
1875,205.849978
1876,250.3560602
1877,268.2330773
1878,275.3334443
1879,249.2882416
1880,170.2029413
1881,234.1638699
1882,307.7558843
1883,352.7802644
1884,380.7318913
1885,396.2965656
1886,403.1480769
1887,404.7401631
1888,402.9755242
1889,396.8232805
1890,382.8870823
1891,356.7723372
1892,312.9303775
1893,245.5782868
1894,210.3340137
1895,268.0173248
1896,306.9220438
1897,317.952514
1898,303.412931
1899,274.3976172
1900,274.5825778
1901,300.8897246
1902,316.6815381
1903,318.1126091
1904,309.4026138
1905,304.3570323
1906,318.024282
1907,341.195078
1908,358.3577433
1909,364.6547084
1910,362.4173281
1911,358.2819479
1912,361.2399796
1913,378.5999556
1914,411.4261687
1915,455.1400655
1916,504.2497615
1917,555.039427
1918,605.5630965
1919,654.9463401
1920,702.8617837
1921,727.0915454
1922,690.1517776
1923,652.5160205
1924,614.1960468
1925,575.3311772
1926,536.3346666
1927,498.1089381
1928,462.1614233
1929,430.0436874
1930,401.5040409
1931,372.5619178
1932,335.7395036
1933,279.9601164
1934,187.1983787
1935,204.8603597
1936,273.2656814
1937,300.8133053
1938,306.0197216
1939,291.8709716
1940,274.6574698
1941,296.6435066
1942,339.5206367
1943,375.1735792
1944,399.9707281
1945,415.3080604
1946,423.1435261
1947,425.2576864
1948,422.5272887
1949,414.3907127
1950,399.0499481
1951,374.2595053
1952,338.8262614
1953,298.2034172
1954,275.7955319
1955,284.6929081
1956,300.1999772
1957,301.5212616
1958,272.4605286
1959,189.4901168
1960,191.4564774
1961,259.765526
1962,291.7266254
1963,312.2529192
1964,322.8921524
1965,330.1110296
1966,340.7931838
1967,353.2081518
1968,360.8652867
1969,360.3614736
1970,354.3113375
1971,351.1167283
1972,360.1237734
1973,384.4583529
1974,421.0479775
1975,465.2051981
1976,513.1050034
1977,562.2493595
1978,611.2171195
1979,659.2863655
1980,706.1377731
1981,719.8659859
1982,681.4975916
1983,642.0021562
1984,601.2157579
1985,559.0379561
1986,515.6240871
1987,471.8448562
1988,430.1036946
1989,394.6504128
1990,368.306068
1991,346.7014814
1992,321.4050433
1993,288.9441562
1994,259.8445826
1995,268.8753997
1996,301.523834
1997,323.2445548
1998,330.6192058
1999,328.6119868
2000,328.672191
2001,343.5339817
2002,369.6940027
2003,395.8646703
2004,416.4721428
2005,430.3486765
2006,437.8916568
2007,439.7966749
2008,436.4123184
2009,427.4333091
2010,411.9992825
2011,389.2130629
2012,359.2509576
2013,325.4798535
2014,295.8114682
2015,279.6799029
2016,282.8011731
2017,288.6725513
2018,269.2542554
2019,210.1045369
2020,194.2147377
2021,213.7529098
2022,251.3350101
2023,296.0435042
2024,320.2805446
2025,333.6303022
2026,344.7887673
2027,353.7096365
2028,355.3841317
2029,346.4755645
2030,330.4822436
2031,322.5638717
2032,339.3264487
2033,376.662726
2034,422.7024265
2035,471.5002033
2036,520.886552
2037,569.9317857
2038,618.1474514
2039,665.273472
2040,711.1934683
2041,713.3377261
2042,673.5938718
2043,632.2927996
2044,589.0501474
2045,543.3865343
2046,494.8251119
2047,443.3667733
2048,391.2087116
2049,346.7989197
2050,322.699516
2051,312.4135238
2052,298.8914241
2053,286.0586149
2054,285.8293266
2055,299.8670463
2056,319.9505248
2057,335.4931829
2058,343.7184832
2059,348.3064928
2060,355.7084937
2061,370.4082428
2062,390.7403727
2063,411.5505378
2064,428.942901
2065,441.2344257
2066,448.0372658
2067,449.4281043
2068,445.4694764
2069,436.0024076
2070,420.6575511
2071,398.9971532
2072,370.6069936
2073,334.6949832
2074,288.875081
2075,236.8963794
2076,238.8392936
2077,275.7284479
2078,283.9454174
2079,265.3402312
2080,232.1866424
2081,131.0285374
2082,207.3997473
2083,278.9723415
2084,305.3879005
2085,318.3954041
2086,332.2521364
2087,343.707509
2088,343.5464032
2089,325.4479153
2090,289.3091126
2091,263.2493356
2092,299.3382402
2093,361.5714421
2094,421.5247683
2095,476.8461588
2096,528.8240781
2097,578.4800053
2098,626.3699928
2099,672.7772532
2100,717.8571882
2101,707.7960162
2102,666.8524667
2103,624.0074029
2104,578.6860357
2105,530.0224337
2106,476.6945266
2107,416.7786324
2108,348.4774922
2109,279.088831
2110,255.9926053
2111,268.1546147
2112,256.0859425
2113,250.0551564
2114,276.5306543
2115,301.7863533
2116,320.8321839
2117,333.7257141
2118,341.6168693
2119,349.7645202
2120,362.8022825
2121,380.9199826
2122,401.2749137
2123,420.5769339
2124,436.4788132
2125,447.7468311
2126,453.8730659
2127,454.6819362
2128,450.0967153
2129,440.0522837
2130,424.4808378
2131,403.1996687
2132,375.3505882
2133,337.7672664
2134,280.8327388
2135,170.7744783
2136,184.5011544
2137,271.5039101
2138,299.24185
2139,296.7182995
2140,271.9639856
2141,231.9127747
2142,244.5893522
2143,274.7568766
2144,278.8250141
2145,280.3996369
2146,303.7341249
2147,327.1070786
2148,331.3833338
2149,308.4361818
2150,246.2361021
2151,133.3735841
2152,258.3038699
2153,353.4576681
2154,424.909787
2155,484.9310807
2156,538.681523
2157,588.6622374
2158,636.1527031
2159,681.8268014
2160,726.0531134
2161,703.4739804
2162,661.596607
2163,617.633241
2164,570.9436326
2165,520.5065428
2166,464.5605894
2167,399.7543849
2168,318.6907737
2169,198.9790827
2170,168.1211391
2171,234.1110885
2172,197.1768933
2173,162.2557555
2174,248.1559718
2175,281.9318081
2176,303.6215852
2177,316.0425528
2178,321.1791392
2179,331.5031539
2180,352.6498963
2181,378.2597197
2182,402.467633
2183,422.9388618
2184,438.8603734
2185,449.8425344
2186,455.6013004
2187,455.8966503
2188,450.560852
2189,439.5782789
2190,423.1755664
2191,401.7580556
2192,375.3147551
2193,341.9929052
2194,297.0717009
2195,243.5672924
2196,245.7965563
2197,289.9570029
2198,314.1758331
2199,317.9020939
2200,307.4924277
2201,292.7801355
2202,287.0916943
2203,278.0284168
2204,239.3414237
2205,199.1200613
2206,264.5156127
2207,312.0641619
2208,326.7463853
2209,310.9347955
2210,262.1068265
2211,209.8720402
2212,282.8084869
2213,368.9720936
2214,438.9653405
2215,498.5673177
2216,551.8503467
2217,601.1419045
2218,647.7670026
2219,692.485803
2220,735.7407252
2221,700.5194534
2222,657.9994394
2223,613.3853455
2224,566.1373616
2225,515.4510779
2226,460.0382507
2227,397.7025987
2228,324.8866694
2229,242.8156355
2230,222.3134253
2231,248.525932
2232,222.4941788
2233,199.0952325
2234,225.5545038
2235,236.9728517
2236,270.0071477
2237,284.4398877
2238,277.7062319
2239,289.0938409
2240,327.8189737
2241,366.3625569
2242,396.678267
2243,419.5515802
2244,436.345868
2245,447.6624186
2246,453.4693462
2247,453.4362988
2248,447.2224837
2249,434.7301109
2250,416.413429
2251,393.6292329
2252,368.5724948
2253,342.9959877
2254,317.4696467
2255,297.5282769
2256,297.2817711
2257,311.9776262
2258,323.703182
2259,327.6904173
2260,325.8432451
2261,320.2472063
2262,310.2494908
2263,286.3366977
2264,227.6686444
2265,142.0829131
2266,251.4006362
2267,309.686776
2268,333.3422909
2269,332.2218003
2270,315.8356039
2271,310.7413605
2272,346.6171759
2273,404.7570474
2274,463.5840556
2275,518.1658855
2276,568.7015399
2277,616.1428345
2278,661.3024536
2279,704.7496622
2280,746.8589483
2281,698.9930163
2282,656.0757534
2283,611.1717572
2284,563.9443383
2285,514.039486
2286,461.1945756
2287,405.6617181
2288,349.9235766
2289,304.3404116
2290,287.2873926
2291,286.7816894
2292,274.5612984
2293,252.8882547
2294,208.0343952
2295,123.9857843
2296,236.5132028
2297,252.4658057
2298,203.5321662
2299,215.5600682
2300,298.2449598
2301,351.6006846
2302,386.7866081
2303,411.4462179
2304,429.2330193
2305,441.3850613
2306,447.7978339
2307,447.8226596
2308,440.7482968
2309,426.1123473
2310,404.1774462
2311,377.0259011
2312,350.1711531
2313,331.1287222
2314,321.7190373
2315,318.0314474
2316,318.0726775
2317,319.1594571
2318,318.9757085
2319,320.7839225
2320,325.8326697
2321,327.9985924
2322,320.2013413
2323,296.9522442
2324,259.0234572
2325,239.2124754
2326,275.2559631
2327,319.6224177
2328,347.6791535
2329,359.8020503
2330,364.1873107
2331,375.0138589
2332,403.3483968
2333,445.9546396
2334,493.8987832
2335,542.0120352
2336,588.5915636
2337,633.3918404
2338,676.6063958
2339,718.49895
2340,759.2948622
2341,698.8964731
2342,655.7404273
2343,610.7130233
2344,563.6542816
2345,514.5880242
2346,464.0464992
2347,413.8075437
2348,368.2453433
2349,335.012488
2350,319.2808362
2351,313.3155118
2352,303.4642663
2353,281.8058153
2354,239.3524641
2355,205.3276408
2356,242.8267414
2357,247.7045024
2358,189.835398
2359,200.4525423
2360,287.8758048
2361,340.4311045
2362,374.4502223
2363,398.7573381
2364,417.3560794
2365,431.0463233
2366,438.9629684
2367,439.7971008
2368,432.2836094
2369,415.2728975
2370,387.9484979
2371,351.283099
2372,313.7448288
2373,297.1800084
2374,305.6665839
2375,315.8811401
2376,317.0796431
2377,307.7454598
2378,292.0709407
2379,290.115317
2380,308.2800122
2381,322.7529009
2382,320.097511
2383,297.3170967
2384,261.6045791
2385,249.4969485
2386,284.6682525
2387,329.7444994
2388,363.9157916
2389,386.4065553
2390,403.1162664
2391,422.1289213
2392,449.2778451
2393,484.796133
2394,525.3693745
2395,567.8300405
2396,610.3894533
2397,652.2991172
2398,693.3401634
2399,733.5114889
2400,772.8818112
2401,700.2180215
2402,656.905224
2403,611.7542634
2404,564.6509546
2405,515.6990709
2406,465.5607368
2407,416.1753474
2408,371.9186219
2409,339.8515094
2410,324.6384512
2411,320.1287029
2412,313.6451045
2413,296.5686623
2414,268.4798577
2415,249.0468365
2416,256.595251
2417,260.4871241
2418,247.377854
2419,256.4702911
2420,295.3072183
2421,331.0292129
2422,357.7617731
2423,379.7774776
2424,399.7427041
2425,416.4957113
2426,427.4135047
2427,430.2891841
2428,423.4022804
2429,404.9449865
2430,372.3755914
2431,321.9364176
2432,253.3621165
2433,228.0732421
2434,274.1598646
2435,300.0640352
2436,301.9317444
2437,282.533737
2438,236.3947282
2439,222.6100252
2440,279.3381327
2441,312.1763082
2442,314.7992718
2443,287.4578754
2444,224.1033345
2445,190.8971097
2446,274.7462792
2447,337.3008662
2448,380.0930767
2449,410.6287744
2450,435.1539474
2451,459.3246265
2452,487.0516311
2453,519.4803521
2454,555.631406
2455,593.9033222
2456,633.0163922
2457,672.2052128
2458,711.0891471
2459,749.5097573
2460,787.4188072
2461,702.9701161
2462,659.5593037
2463,614.2395854
2464,566.7944046
2465,517.0829872
2466,465.213855
2467,412.02967
2468,360.5754154
2469,319.7544747
2470,303.3836145
2471,306.3516011
2472,306.7830664
2473,293.4509462
2474,262.1066391
2475,225.0208094
2476,238.1758502
2477,255.3734656
2478,254.0996417
2479,266.4545506
2480,291.6871614
2481,313.6606168
2482,331.0406148
2483,350.5699661
2484,374.7601243
2485,397.7254267
2486,413.8053276
2487,420.2691444
2488,415.6171303
2489,398.1260689
2490,364.6786338
2491,308.4893137
2492,209.4634986
2493,149.6870611
2494,251.7504184
2495,278.9502565
2496,276.2557639
2497,257.5879725
2498,194.5471604
2499,159.4638428
2500,265.4545229
2501,306.2542585
2502,311.3792465
2503,285.1435891
2504,217.3698523
2505,177.4463947
2506,282.4229064
2507,350.8750183
2508,398.0831061
2509,433.5063048
2510,462.8647625
2511,490.4366832
2512,519.1408474
2513,550.2987005
2514,583.9050346
2515,619.2932698
2516,655.7052729
2517,692.55377
2518,729.4616771
2519,766.2138029
2520,802.6977476
2521,707.2003429
2522,663.7891492
2523,618.3483992
2524,570.4846748
2525,519.6530793
2526,465.0408226
2527,405.401855
2528,339.380346
2529,272.0916979
2530,248.3561339
2531,272.879667
2532,283.8525549
2533,275.1840177
2534,238.6567836
2535,119.6899174
2536,198.0792284
2537,228.6334945
2538,204.1787599
2539,234.7494034
2540,266.4959148
2541,280.0888597
2542,286.1451969
2543,304.6157601
2544,341.4337795
2545,375.8520358
2546,399.2414123
2547,410.5075948
2548,409.5903615
2549,395.8904399
2550,367.8918159
2551,323.5227724
2552,266.6641452
2553,242.0072194
2554,260.7018857
2555,254.5769371
2556,227.3181901
2557,235.5592601
2558,236.2755437
2559,243.4243739
2560,281.6479611
2561,306.7299552
2562,309.8469175
2563,294.1061445
2564,268.7472733
2565,270.9566521
2566,319.7097147
2567,373.9025522
2568,419.063142
2569,456.1117967
2570,488.0666845
2571,517.7704152
2572,547.3559344
2573,578.0349438
2574,610.1817647
2575,643.6352635
2576,678.0203901
2577,712.9569007
2578,748.1455838
2579,783.3797828
2580,818.5271784
2581,712.9716807
2582,669.7312747
2583,624.3827311
2584,576.3968095
2585,524.9314191
2586,468.5079855
2587,404.2378517
2588,325.6557757
2589,213.7826225
2590,142.8756674
2591,229.6401082
2592,242.0675429
2593,241.3213127
2594,221.3416763
2595,178.4954527
2596,181.4490338
2597,209.2553859
2598,121.2629103
2599,200.6809343
2600,219.3851143
2601,226.4600389
2602,212.571501
2603,232.3000845
2604,304.6260272
2605,354.4721879
2606,385.230695
2607,401.2719467
2608,404.6810736
2609,396.3049331
2610,376.5885804
2611,347.2551432
2612,315.3179401
2613,293.7295127
2614,278.1602959
2615,236.9064442
2616,92.45376433
2617,214.354379
2618,261.3445593
2619,279.8585527
2620,294.2268517
2621,301.8753553
2622,299.5757609
2623,292.9089514
2624,294.7252493
2625,315.5853789
2626,354.8179798
2627,399.7502095
2628,441.6502832
2629,478.6662494
2630,511.8086048
2631,542.7443079
2632,572.9622128
2633,603.467482
2634,634.746838
2635,666.8924673
2636,699.7753731
2637,733.1873447
2638,766.9239567
2639,800.8184439
2640,834.747084
2641,720.3258036
2642,677.490372
2643,632.5827874
2644,585.059304
2645,534.0688566
2646,478.1932115
2647,414.9354931
2648,339.7775627
2649,246.1887096
2650,172.5166435
2651,212.1035146
2652,160.7429932
2653,188.2195093
2654,167.0057212
2655,159.4413021
2656,154.6302579
2657,222.991063
2658,220.2917325
2659,216.0386395
2660,148.3761388
2661,176.0676046
2662,167.4881799
2663,187.0751656
2664,282.4640204
2665,338.1324671
2666,372.6320199
2667,391.9745384
2668,399.2078448
2669,395.9795129
2670,383.5121356
2671,363.8349978
2672,340.6377465
2673,317.1461536
2674,290.3929878
2675,251.4905071
2676,210.0415082
2677,234.2536162
2678,268.6004381
2679,284.794983
2680,285.4602935
2681,278.3694083
2682,266.8479347
2683,262.6009776
2684,291.5218517
2685,334.5841945
2686,379.677074
2687,423.5532702
2688,464.1691262
2689,500.9889572
2690,534.6476441
2691,566.2381572
2692,596.8317393
2693,627.2414152
2694,657.9561653
2695,689.1834225
2696,720.9395848
2697,753.1402554
2698,785.6655857
2699,818.3972699
2700,851.2343523
2701,729.2509714
2702,687.0723852
2703,642.9866653
2704,596.5528775
2705,547.156402
2706,493.9682296
2707,436.0585269
2708,373.3154298
2709,310.7069309
2710,267.807421
2711,245.5125
2712,196.5625553
2713,200.4697987
2714,175.6760028
2715,167.2266042
2716,212.6718056
2717,241.8391033
2718,236.7425445
2719,224.6849999
2720,210.7851668
2721,218.2132096
2722,219.0076451
2723,224.3011823
2724,274.8707067
2725,325.5351203
2726,360.2236011
2727,380.9716744
2728,391.0119387
2729,391.9803509
2730,384.676233
2731,370.0750927
2732,349.20053
2733,321.7272454
2734,286.6215202
2735,252.2216785
2736,233.9587102
2737,230.4434365
2738,254.0142635
2739,270.3984473
2740,252.8290662
2741,223.5463994
2742,205.2601102
2743,179.317634
2744,274.9996878
2745,345.5704134
2746,399.725101
2747,445.6465022
2748,486.3383203
2749,523.1135711
2750,556.9611241
2751,588.8287503
2752,619.5700731
2753,649.857656
2754,680.145058
2755,710.68263
2756,741.5658493
2757,772.7915058
2758,804.3050663
2759,836.0330279
2760,867.9013372
2761,739.6705325
2762,698.3665319
2763,655.4094725
2764,610.5117682
2765,563.3556283
2766,513.6958817
2767,461.6979489
2768,408.8236667
2769,359.3162045
2770,319.0638569
2771,286.0668758
2772,255.849548
2773,239.0388334
2774,206.7584504
2775,106.6867
2776,224.7651331
2777,246.2265763
2778,205.8468382
2779,180.7761617
2780,232.9762248
2781,243.7596847
2782,219.6193007
2783,185.779249
2784,255.0377358
2785,311.7573409
2786,345.3533001
2787,365.6734549
2788,377.7868874
2789,382.3812505
2790,378.7695658
2791,366.7895659
2792,346.1053744
2793,313.6403554
2794,261.3057889
2795,197.971527
2796,202.2213007
2797,145.3002044
2798,220.2696335
2799,256.5871629
2800,220.4403764
2801,76.65696165
2802,188.3869017
2803,189.3624977
2804,290.636345
2805,365.6322074
2806,421.9802782
2807,468.3891354
2808,508.8594211
2809,545.3598697
2810,579.0829117
2811,610.9225789
2812,641.6035821
2813,671.6931693
2814,701.5967515
2815,731.5692515
2816,761.7431449
2817,792.1636929
2818,822.821979
2819,853.6805463
2820,884.6905512
2821,751.4542799
2822,711.1756957
2823,669.5266788
2824,626.3550138
2825,581.5546683
2826,535.1761196
2827,487.6440618
2828,440.0449696
2829,394.0328896
2830,350.2517863
2831,306.3269181
2832,262.8402306
2833,238.206545
2834,232.5430094
2835,227.7805821
2836,251.2844345
2837,255.1160184
2838,207.822233
2839,181.0887623
2840,238.9427989
2841,240.7201132
2842,204.6295039
2843,140.9489294
2844,245.4903814
2845,298.983293
2846,325.0071016
2847,342.2741961
2848,357.1258073
2849,366.1752469
2850,365.6321878
2851,354.9031127
2852,334.6097322
2853,302.1827172
2854,244.8806166
2855,130.1330789
2856,198.5570108
2857,190.3337726
2858,239.1929667
2859,272.6104119
2860,257.3601381
2861,233.3097239
2862,259.4563113
2863,290.2316954
2864,342.3106242
2865,399.133718
2866,449.4559837
2867,493.314226
2868,532.395048
2869,568.0567248
2870,601.2773391
2871,632.8029175
2872,663.2285888
2873,693.0232531
2874,722.5356749
2875,752.0032289
2876,781.568669
2877,811.302121
2878,841.2234579
2879,871.3214257
2880,901.5679656
2881,764.4430312
2882,725.2683209
2883,684.9865345
2884,643.5316067
2885,600.8919567
2886,557.162066
2887,512.5819338
2888,467.4346839
2889,421.4834372
2890,372.5750994
2891,314.5324847
2892,234.8720216
2893,172.4835302
2894,232.7493559
2895,255.4783663
2896,264.6338696
2897,266.8669628
2898,254.648211
2899,248.1800007
2900,249.8073882
2901,213.754567
2902,176.085182
2903,221.3109134
2904,263.9760331
2905,287.6265397
2906,293.1296618
2907,304.1627248
2908,327.0352069
2909,343.784283
2910,345.7299994
2911,333.8295998
2912,313.1141373
2913,287.6161683
2914,257.9081557
2915,238.5523246
2916,255.1076108
2917,272.4892918
2918,294.3183936
2919,312.4277157
2920,315.0564008
2921,316.4982282
2922,332.1635363
2923,358.7269249
2924,395.6015193
2925,438.2592104
2926,480.6279902
2927,520.2903961
2928,557.0355025
2929,591.314327
2930,623.6783908
2931,654.6387038
2932,684.6373673
2933,714.0396415
2934,743.1304182
2935,772.1161237
2936,801.132919
2937,830.2594623
2938,859.5313238
2939,888.9544969
2940,918.5165029
2941,778.4736228
2942,740.4229406
2943,701.4872604
2944,661.6417867
2945,620.8919342
2946,579.2697626
2947,536.7711244
2948,493.1331859
2949,447.293396
2950,396.3714904
2951,333.9424328
2952,246.9743667
2953,174.680618
2954,235.5884184
2955,247.0229108
2956,241.5716034
2957,256.8290203
2958,265.6015649
2959,265.5754153
2960,256.5061396
2961,209.1782817
2962,169.1591258
2963,247.4256305
2964,277.2460218
2965,273.1024699
2966,238.6046244
2967,238.8908319
2968,290.0891405
2969,318.8396515
2970,320.755718
2971,301.5657403
2972,273.0058882
2973,252.2676096
2974,248.29891
2975,269.0307194
2976,295.5399756
2977,318.2460752
2978,337.6535694
2979,353.0546193
2980,363.1831032
2981,373.2051792
2982,389.1107576
2983,412.2959892
2984,442.218686
2985,476.720954
2986,512.761307
2987,548.2651801
2988,582.3887217
2989,615.0025635
2990,646.2804265
2991,676.4964316
2992,705.9378308
2993,734.8664586
2994,763.5008965
2995,792.0098401
2996,820.5129956
2997,849.0869311
2998,877.7734691
2999,906.5885967
3000,935.5305282
3001,793.3960273
3002,756.451625
3003,718.8018604
3004,680.4375491
3005,641.3544417
3006,601.5245654
3007,560.8149118
3008,518.8125052
3009,474.5398301
3010,426.1932114
3011,371.646727
3012,313.47081
3013,274.9978611
3014,264.0551146
3015,225.6742019
3016,144.3873411
3017,221.6629291
3018,241.1989423
3019,244.8723307
3020,254.3710395
3021,250.7735136
3022,251.0774466
3023,274.7792051
3024,286.6310865
3025,266.6739877
3026,186.9041938
3027,165.9806006
3028,266.5546403
3029,298.7290146
3030,294.1507282
3031,259.5758718
3032,195.2962241
3033,177.9271009
3034,192.3447287
3035,270.9995399
3036,316.241916
3037,346.0079357
3038,368.3159118
3039,386.1269564
3040,401.0479655
3041,415.8852261
3042,433.6241669
3043,455.748827
3044,482.3066391
3045,512.2628878
3046,544.0191257
3047,576.1807324
3048,607.9123752
3049,638.8643541
3050,668.9840043
3051,698.3683276
3052,727.1755876
3053,755.576449
3054,783.7277651
3055,811.7596481
3056,839.7709285
3057,867.8299784
3058,895.9786472
3059,924.2375678
3060,952.6116041
3061,809.0809688
3062,773.2043643
3063,736.7678588
3064,699.7692414
3065,662.1984821
3066,624.0094493
3067,585.065102
3068,545.0598227
3069,503.4768151
3070,459.7887303
3071,414.4265222
3072,371.0364938
3073,336.0089282
3074,304.479179
3075,252.9697992
3076,189.5201051
3077,204.763698
3078,170.0532435
3079,163.5175663
3080,236.4129324
3081,266.4995676
3082,275.5291756
3083,286.0437786
3084,291.9783612
3085,279.2743718
3086,245.3387298
3087,241.031702
3088,276.1504417
3089,287.3063025
3090,266.4155388
3091,224.6517714
3092,146.6764064
3093,163.502451
3094,196.4599264
3095,277.9573688
3096,328.7135477
3097,363.0985109
3098,389.4061584
3099,411.2116381
3100,430.5214057
3101,449.2734834
3102,469.296108
3103,491.7520852
3104,516.958456
3105,544.5134066
3106,573.5974703
3107,603.3572883
3108,633.1586371
3109,662.6406644
3110,691.6593574
3111,720.2088943
3112,748.3581073
3113,776.2075463
3114,803.8628354
3115,831.4193961
3116,858.9549046
3117,886.5269177
3118,914.1737436
3119,941.9170965
3120,969.7654639
3121,825.4207595
3122,790.563417
3123,755.2662486
3124,719.5339045
3125,683.3623788
3126,646.7221264
3127,609.536552
3128,571.6753471
3129,533.0187352
3130,493.6996459
3131,454.5963216
3132,417.6158736
3133,384.001602
3134,350.5112206
3135,311.8184978
3136,274.4667925
3137,236.5372061
3138,161.2347468
3139,173.7022701
3140,239.7244749
3141,263.5548298
3142,261.251116
3143,269.2333394
3144,283.8737448
3145,289.606411
3146,287.3527846
3147,289.2286662
3148,294.4083768
3149,281.5188944
3150,230.1398406
3151,166.7367969
3152,181.1282927
3153,137.815598
3154,231.0576806
3155,291.0581955
3156,336.3269183
3157,372.6055393
3158,403.1670428
3159,429.714083
3160,453.5687048
3161,476.120557
3162,498.6987765
3163,522.2765143
3164,547.3129974
3165,573.7821117
3166,601.3317859
3167,629.4956557
3168,657.8608805
3169,686.1443693
3170,714.195818
3171,741.9672413
3172,769.4767225
3173,796.7781018
3174,823.9391623
3175,851.0274321
3176,878.1019364
3177,905.2092832
3178,932.3827037
3179,959.6429237
3180,987.0000039
3181,842.3270601
3182,808.4357146
3183,774.2048161
3184,739.6471726
3185,704.7719595
3186,669.5790937
3187,634.059289
3188,598.2160429
3189,562.1370156
3190,526.133137
3191,490.8715011
3192,457.1937925
3193,425.2624895
3194,393.8236746
3195,361.7572047
3196,330.0095998
3197,297.0998916
3198,267.9818122
3199,262.476429
3200,268.9039721
3201,253.7799948
3202,201.2240173
3203,215.8346743
3204,253.0643506
3205,281.6632725
3206,300.2198454
3207,307.658008
3208,304.5999587
3209,282.6281551
3210,225.8482131
3211,162.7494518
3212,199.5528683
3213,189.4248484
3214,246.9219224
3215,293.7135323
3216,335.0966365
3217,374.8918445
3218,411.2467758
3219,443.4472392
3220,472.146324
3221,498.5279307
3222,523.796933
3223,548.9060022
3224,574.4387673
3225,600.6164846
3226,627.3896247
3227,654.565726
3228,681.9232636
3229,709.2816415
3230,736.5267797
3231,763.6080532
3232,790.5228462
3233,817.2989688
3234,843.9796004
3235,870.6121519
3236,897.2409428
3237,923.9030373
3238,950.6264525
3239,977.4299882
3240,1004.324048
3241,859.7281742
3242,826.7473446
3243,793.5099177
3244,760.0362831
3245,726.3486421
3246,692.4720259
3247,658.4425439
3248,624.3309894
3249,590.2879489
3250,556.5968943
3251,523.6711922
