cell,x
370,732.7862885
371,709.6362153
372,690.2385164
373,675.3104312
374,665.1588149
375,659.522282
376,657.6262093
377,658.4315842
378,660.9269512
379,664.3236414
380,668.1173515
381,672.0563805
382,676.0720171
383,680.2094213
384,684.5782083
385,689.3289084
386,694.6501487
387,700.7704929
388,707.9449143
389,716.415167
390,726.3524109
391,737.8063194
392,750.6849676
393,764.7736733
394,779.7814616
395,795.3946095
396,811.3204655
397,827.3144411
398,843.1911984
399,858.8247613
400,874.1425188
401,889.116783
402,903.7560723
403,918.0971516
404,932.1981651
405,946.1328367
406,959.9855616
407,973.8471786
408,987.8112417
409,1001.97066
410,1016.414646
411,1031.225961
412,1046.478519
413,1062.235416
414,1078.54749
415,1095.452459
416,1112.974696
417,1131.125603
418,1149.904523
419,1169.300082
420,1189.291815
421,977.4917982
422,945.9966886
423,914.0993325
424,881.8402138
425,849.3007033
426,816.6247135
427,784.0506532
428,751.9569395
429,720.9212891
430,691.7821455
431,665.6618551
432,643.8688316
433,627.5899594
434,617.414378
435,612.9752262
436,613.03747
437,615.9966097
438,620.4119811
439,625.2869958
440,630.0890458
441,634.6373327
442,638.9664815
443,643.2157512
444,647.5603351
445,652.1904834
446,657.3313719
447,663.2741945
448,670.3758757
449,679.0010804
450,689.4211136
451,701.7205186
452,715.7627338
453,731.2290002
454,747.7025486
455,764.7556845
456,782.0116064
457,799.1746586
458,816.0362909
459,832.4672638
460,848.4043751
461,863.8365594
462,878.7925478
463,893.330714
464,907.5309798
465,921.4883763
466,935.3078143
467,949.0996754
468,962.9759271
469,977.0465725
470,991.4163442
471,1006.18165
472,1021.427851
473,1037.227009
474,1053.636232
475,1070.696754
476,1088.433784
477,1106.857125
478,1125.962457
479,1145.733134
480,1166.142308
481,956.5964196
482,923.9681212
483,890.7499929
484,856.9398634
485,822.5676077
486,787.7170286
487,752.5615874
488,717.422745
489,682.8622578
490,649.8134204
491,619.7170127
492,594.5202612
493,576.2656504
494,566.1510905
495,563.6515405
496,566.6636904
497,572.6068637
498,579.4315968
499,585.9566708
500,591.7276357
501,596.7423966
502,601.2186965
503,605.435369
504,609.6405441
505,614.0371582
506,618.8494474
507,624.4205601
508,631.2494406
509,639.9024212
510,650.8238275
511,664.1552768
512,679.6768385
513,696.8932095
514,715.1926384
515,733.9890485
516,752.8038857
517,771.2914626
518,789.2303385
519,806.5010483
520,823.0621011
521,838.9293071
522,854.1596493
523,868.8392536
524,883.0745172
525,896.9854589
526,910.7005163
527,924.3522093
528,938.073263
529,951.9929413
530,966.2334881
531,980.9067069
532,996.1108166
533,1011.927796
534,1028.421445
535,1045.636343
536,1063.597811
537,1082.312845
538,1101.771904
539,1121.951305
540,1142.816005
541,936.7760628
542,903.0862105
543,868.6154162
544,833.3109777
545,797.1376716
546,760.095661
547,722.2527532
548,683.8044791
549,645.1882947
550,607.2949624
551,571.8088692
552,541.5430839
553,520.1348361
554,510.2070363
555,510.9916791
556,518.5738142
557,528.6312866
558,538.3457862
559,546.5321359
560,553.0442492
561,558.2259674
562,562.5819063
563,566.5886388
564,570.5683516
565,574.6687463
566,579.0153557
567,583.9564521
568,590.1951799
569,598.6512685
570,610.0869125
571,624.7385761
572,642.2185265
573,661.7191383
574,682.3240656
575,703.2351177
576,723.8638252
577,743.8301201
578,762.9225159
579,781.0528186
580,798.2184385
581,814.47476
582,829.916048
583,844.6625421
584,858.8516771
585,872.6318868
586,886.1579082
587,899.5868442
588,913.0744896
589,926.7716303
590,940.8202084
591,955.3494241
592,970.4720031
593,986.2809622
594,1002.847234
595,1020.218447
596,1038.419011
597,1057.451494
598,1077.299077
599,1097.928783
600,1119.295093
601,918.1509774
602,883.5054829
603,847.8952286
604,811.2128668
605,773.3496143
606,734.2049772
607,693.7064185
608,651.8515939
609,608.8065148
610,565.1460197
611,522.4261458
612,484.2870211
613,457.2739804
614,447.7207488
615,454.4821036
616,469.3385583
617,484.8888808
618,497.7236459
619,507.2113123
620,513.9233511
621,518.7517021
622,522.5877448
623,526.1874531
624,529.9597051
625,533.8570432
626,537.6776775
627,541.6408578
628,546.7519805
629,554.5899385
630,566.5374749
631,582.9858695
632,603.1808215
633,625.7397066
634,649.2762898
635,672.7334621
636,695.4346181
637,717.0086439
638,737.2949321
639,756.2676799
640,773.9846016
641,790.5546439
642,806.1183018
643,820.8356768
644,834.8790685
645,848.4280871
646,861.66603
647,874.7767096
648,887.9411975
649,901.3341642
650,915.1197073
651,929.4467941
652,944.4446752
653,960.2187878
654,976.8477142
655,994.3816647
656,1012.842728
657,1032.226852
658,1052.507238
659,1073.638694
660,1095.56237
661,900.8254971
662,865.3637593
663,828.7726658
664,790.8911191
665,751.536235
666,710.5028601
667,667.5647762
668,622.4809902
669,575.0232012
670,525.0981406
671,473.2718765
672,422.7506576
673,384.3629024
674,375.4608692
675,394.3460171
676,420.7930331
677,442.9310377
678,458.3068744
679,468.0365463
680,473.9698778
681,477.6667257
682,480.4082638
683,483.3863921
684,487.2157098
685,491.3864437
686,494.8480811
687,497.3560546
688,500.3651254
689,506.7462607
690,519.1761677
691,538.2809246
692,562.4353864
693,589.1679987
694,616.4114515
695,642.8643428
696,667.8521761
697,691.0992874
698,712.5574367
699,732.301741
700,750.4728458
701,767.2460858
702,782.8153411
703,797.3845981
704,811.1634126
705,824.3642232
706,837.2003546
707,849.8839726
708,862.6234645
709,875.6198869
710,889.0623501
711,903.1225205
712,917.9487684
713,933.66076
714,950.3453864
715,968.054769
716,986.8067239
717,1006.587608
718,1027.357059
719,1049.05389
720,1071.602339
721,884.8800656
722,848.7710055
723,811.3986004
724,772.5539148
725,731.9877304
726,689.4014539
727,644.4326796
728,596.6272796
729,545.3779121
730,489.7925915
731,428.5222363
732,360.5106589
733,295.4481544
734,287.5274621
735,334.6237859
736,377.3997899
737,405.1384536
738,420.7261519
739,428.5457799
740,432.2638391
741,433.8808244
742,434.6792473
743,436.7018716
744,441.3730616
745,447.1736954
746,450.9939067
747,451.3894957
748,450.4318754
749,453.575544
750,466.4351818
751,489.9179703
752,520.1409394
753,552.582613
754,584.3757495
755,614.1845684
756,641.5464808
757,666.4163339
758,688.9323635
759,709.3080719
760,727.7848847
761,744.612502
762,760.0414425
763,774.3207111
764,787.6974311
765,800.4170343
766,812.7233059
767,824.8577779
768,837.0579745
769,849.5540509
770,862.5635907
771,876.2847548
772,890.8885315
773,906.5113149
774,923.2492227
775,941.1553434
776,960.240505
777,980.4774095
778,1001.807324
779,1024.148159
780,1047.402748
781,870.364108
782,833.7992832
783,795.8770557
784,756.3502745
785,714.9167571
786,671.2054385
787,624.7565514
788,574.9870969
789,521.1105007
790,461.896862
791,394.8639254
792,313.4007695
793,194.8251996
794,187.731382
795,292.4302412
796,346.4827177
797,373.9340178
798,384.8598004
799,387.1302504
800,386.9834836
801,385.929168
802,383.3623912
803,383.3901511
804,390.8456659
805,401.6297607
806,407.6593306
807,405.1054859
808,396.5768136
809,392.3768921
810,405.7030254
811,437.4397397
812,477.2595479
813,517.2183184
814,554.1900597
815,587.4241017
816,617.0092206
817,643.2817098
818,666.6262512
819,687.4154654
820,705.9964738
821,722.6924854
822,737.8081626
823,751.6349672
824,764.4554731
825,776.546595
826,788.1818238
827,799.6323063
828,811.1662489
829,823.045926
830,835.5217517
831,848.8235021
832,863.1497064
833,878.6570915
834,895.4523614
835,913.5882439
836,933.0647412
837,953.8352482
838,975.8161555
839,998.8980565
840,1022.956769
841,857.2905539
842,820.4751316
843,782.2546379
844,742.3552647
845,700.4367793
846,656.0761022
847,608.7489683
848,557.8137794
849,502.5082382
850,441.9721164
851,375.2452201
852,300.9722083
853,222.2484823
854,222.0960028
855,289.143041
856,331.9993688
857,349.9985441
858,349.3771655
859,339.9889553
860,334.6600587
861,332.890695
862,324.1781408
863,317.6868486
864,333.3135674
865,356.8408894
866,368.513258
867,362.3246505
868,340.0728945
869,317.8464322
870,332.4943824
871,382.237582
872,436.6169046
873,485.2391855
874,527.2126285
875,563.387166
876,594.7081029
877,621.9641182
878,645.789317
879,666.7019195
880,685.1399377
881,701.4880162
882,716.0961156
883,729.2919525
884,741.3892081
885,752.6932083
886,763.5051567
887,774.1251346
888,784.853169
889,795.9870555
890,807.8156907
891,820.6076138
892,834.596065
893,849.9634933
894,866.8292718
895,885.2438555
896,905.1908663
897,926.596385
898,949.3430118
899,973.2856065
900,998.2660084
901,845.6324917
902,808.7750158
903,770.5148086
904,730.5638962
905,688.5584745
906,644.0379997
907,596.4221314
908,544.9970801
909,488.9595708
910,427.7077497
911,362.0994699
912,298.907069
913,259.5188384
914,267.759345
915,302.1478714
916,327.6374511
917,332.234134
918,313.7722478
919,279.6947571
920,267.8991075
921,278.5555029
922,259.7486985
923,223.3693769
924,269.7285605
925,319.8995252
926,339.9663825
927,330.7623626
928,290.2970928
929,219.4646879
930,242.6160009
931,333.3344925
932,403.9612832
933,459.4553457
934,504.7790239
935,542.7144675
936,574.9482851
937,602.6001851
938,626.4702236
939,647.1681075
940,665.1880243
941,680.9540626
942,694.8477806
943,707.2246033
944,718.42368
945,728.7745892
946,738.6030319
947,748.2361072
948,758.0060382
949,768.2498672
950,779.3024178
951,791.4812335
952,805.0650222
953,820.270238
954,837.2321736
955,855.9961309
956,876.5210694
957,898.694167
958,922.3518657
959,947.302244
960,973.3446577
961,835.3220812
962,798.6237242
963,760.5761125
964,720.8907538
965,679.1961581
966,635.0092691
967,587.6952097
968,536.4121615
969,480.0488706
970,417.2380652
971,347.0562609
972,275.0087233
973,240.6552968
974,270.3131965
975,306.0481793
976,324.8286499
977,320.9473724
978,287.0282086
979,204.8873773
980,174.6849508
981,243.4577935
982,227.0946599
983,104.4202976
984,238.5841851
985,305.1004987
986,328.0667229
987,318.2155294
988,273.7796089
989,178.3373477
990,207.362435
991,312.3278232
992,385.3211311
993,441.7155865
994,487.4809267
995,525.5660713
996,557.7268327
997,585.1241059
998,608.5805717
999,628.718717
1000,646.0434351
1001,660.9919361
1002,673.9625286
1003,685.3300319
1004,695.4538218
1005,704.6833157
1006,713.36426
1007,721.84695
1008,730.4945543
1009,739.6869893
1010,749.8148003
1011,761.2595101
1012,774.3618622
1013,789.3853801
1014,806.4863919
1015,825.7004433
1016,846.9490478
1017,870.0633145
1018,894.8161835
1019,920.9545235
1020,948.2251181
1021,826.2516786
1022,789.8953124
1023,752.2928483
1024,713.17054
1025,672.1695316
1026,628.8109668
1027,582.4385107
1028,532.1137696
1029,476.3996525
1030,412.8318563
1031,336.3392559
1032,233.1416476
1033,144.7796987
1034,252.2037046
1035,300.6018659
1036,319.906351
1037,316.8655819
1038,287.469215
1039,225.8254116
1040,209.4457751
1041,257.8230943
1042,261.5829146
1043,247.9803918
1044,278.9897665
1045,316.5592679
1046,331.2017886
1047,320.9012043
1048,288.5589542
1049,250.9658442
1050,261.7416596
1051,319.0197176
1052,378.9771272
1053,430.8839115
1054,474.5922741
1055,511.4349149
1056,542.6639977
1057,569.2407063
1058,591.8847955
1059,611.1592466
1060,627.5378765
1061,641.4483034
1062,653.294638
1063,663.4665264
1064,672.3411113
1065,680.2841658
1066,687.6556237
1067,694.8218778
1068,702.1722866
1069,710.1319206
1070,719.1596663
1071,729.7233032
1072,742.2518175
1073,757.0769561
1074,774.3841789
1075,794.1914155
1076,816.3622378
1077,840.6456627
1078,866.72664
1079,894.272289
1080,922.9655204
1081,818.2771739
1082,782.4165348
1083,745.4578632
1084,707.1581703
1085,667.1954111
1086,625.134661
1087,580.3717035
1088,532.0305823
1089,478.7603653
1090,418.302947
1091,346.6197253
1092,258.4979842
1093,203.8853059
1094,255.1939075
1095,290.9841069
1096,309.3002411
1097,314.3374812
1098,303.5500593
1099,283.6459031
1100,280.3469865
1101,295.6125609
1102,304.2480928
1103,308.5944912
1104,321.9613596
1105,337.1170809
1106,340.1954716
1107,325.5317797
1108,295.8651538
1109,269.6801346
1110,279.5708722
1111,323.8787737
1112,375.9105425
1113,423.4343107
1114,464.3658428
1115,499.2781955
1116,529.0653012
1117,554.4602086
1118,576.0229615
1119,594.2118119
1120,609.4423855
1121,622.1205826
1122,632.6542831
1123,641.4511098
1124,648.9093767
1125,655.4103555
1126,661.3205377
1127,667.0094788
1128,672.8806828
1129,679.4023035
1130,687.1170204
1131,696.6125235
1132,708.4487021
1133,723.0608137
1134,740.6763328
1135,761.281217
1136,784.6469097
1137,810.4000228
1138,838.1029834
1139,867.320214
1140,897.6595328
1141,811.2236461
1142,775.9732342
1143,739.8089596
1144,702.5327356
1145,663.881717
1146,623.503804
1147,580.9222321
1148,535.486856
1149,486.326581
1150,432.4213139
1151,373.4690911
1152,314.5824752
1153,276.2109897
1154,267.2782598
1155,268.3026582
1156,284.1686637
1157,303.9071378
1158,311.2233305
1159,310.101554
1160,312.0871403
1161,320.6819164
1162,330.417118
1163,339.2886021
1164,348.1830552
1165,353.3707937
1166,347.7615437
1167,325.3019664
1168,282.8250414
1169,235.1717963
1170,254.3272418
1171,315.5094942
1172,370.6406651
1173,416.4482266
1174,454.9781253
1175,487.8598826
1176,516.0715204
1177,540.1788933
1178,560.5607649
1179,577.5477412
1180,591.4878917
1181,602.7680087
1182,611.8105938
1183,619.0562366
1184,624.9378204
1185,629.8567317
1186,634.1763274
1187,638.2461935
1188,642.4574326
1189,647.3082784
1190,653.4419974
1191,661.6176826
1192,672.597806
1193,686.9821184
1194,705.0607202
1195,726.7596437
1196,751.6988328
1197,779.3189749
1198,809.0120871
1199,840.2137398
1200,872.4486805
1201,804.8933523
1202,770.3201768
1203,735.0408087
1204,698.9113257
1205,661.7418415
1206,623.2843721
1207,583.2226891
1208,541.1769428
1209,496.7656777
1210,449.8522833
1211,401.2579198
1212,353.8947664
1213,310.7916186
1214,264.7355184
1215,207.8242268
1216,233.8464849
1217,282.8931835
1218,303.4376149
1219,310.0676754
1220,314.4149665
1221,323.6110569
1222,337.3033517
1223,350.6176692
1224,360.0149133
1225,362.2019555
1226,352.5795299
1227,324.9509879
1228,268.2248498
1229,142.2765364
1230,211.2542246
1231,306.2832845
1232,365.0735892
1233,408.969378
1234,445.0263304
1235,475.9787904
1236,502.7943314
1237,525.7713729
1238,545.0535352
1239,560.8308468
1240,573.3928694
1241,583.1266438
1242,590.4953563
1243,596.0035094
1244,600.148115
1245,603.3664373
1246,606.0078098
1247,608.361679
1248,610.752485
1249,613.6708841
1250,617.8732726
1251,624.3693501
1252,634.2488331
1253,648.3859988
1254,667.1667461
1255,690.3993094
1256,717.444827
1257,747.457233
1258,779.5948877
1259,813.140271
1260,847.5368701
1261,799.0757286
1262,765.1940871
1263,730.8225259
1264,695.8741072
1265,660.2340045
1266,623.7566229
1267,586.2705248
1268,547.6031173
1269,507.64728
1270,466.4899458
1271,424.5095255
1272,381.8229412
1273,335.477364
1274,273.0948339
1275,159.7393012
1276,202.4114791
1277,261.441138
1278,279.4153532
1279,286.1476184
1280,288.5250108
1281,301.5252964
1282,325.8104935
1283,347.3029267
1284,360.6301032
1285,364.1202332
1286,355.4523607
1287,331.0654856
1288,286.3176842
1289,230.7804206
1290,252.4741768
1291,313.9481383
1292,362.1031814
1293,400.2580276
1294,433.1092597
1295,462.4415054
1296,488.3956648
1297,510.6784311
1298,529.1145301
1299,543.7645542
1300,554.8940422
1301,562.9266007
1302,568.4063811
1303,571.9521623
1304,574.1809194
1305,575.6050508
1306,576.5527038
1307,577.1860795
1308,577.6575494
1309,578.3604671
1310,580.1565447
1311,584.4261097
1312,592.8107136
1313,606.6687605
1314,626.5356362
1315,651.9742751
1316,681.8856072
1317,714.9788425
1318,750.1051423
1319,786.3855171
1320,823.2056375
1321,793.558636
1322,760.3286183
1323,726.8185472
1324,692.9955026
1325,658.8122907
1326,624.2080684
1327,589.1157045
1328,553.480241
1329,517.2865962
1330,480.5623897
1331,443.2244151
1332,404.4860517
1333,361.739048
1334,310.8587764
1335,259.3737615
1336,246.4969102
1337,243.2107903
1338,229.1232959
1339,239.5195729
1340,227.1616263
1341,250.3282318
1342,300.3360789
1343,333.3324817
1344,352.2865972
1345,359.4490065
1346,354.8612267
1347,338.9428091
1348,314.7000609
1349,294.9391983
1350,301.2011208
1351,327.9764355
1352,357.9574894
1353,387.5147163
1354,417.1933545
1355,446.0045535
1356,472.1853842
1357,494.5066112
1358,512.4833347
1359,526.1353455
1360,535.7756293
1361,541.9110978
1362,545.2120349
1363,546.4814172
1364,546.5554371
1365,546.111908
1366,545.4704251
1367,544.5583572
1368,543.1589306
1369,541.3747695
1370,540.1035368
1371,541.265545
1372,547.4715923
1373,560.9926388
1374,582.6008533
1375,611.3129856
1376,645.179785
1377,682.2331428
1378,720.9613481
1379,760.3621948
1380,799.8264838
1381,788.1398267
1382,755.4694101
1383,722.7091473
1384,689.8735795
1385,656.971075
1386,624.0030255
1387,590.9661082
1388,557.8571859
1389,524.6718305
1390,491.3665874
1391,457.730012
1392,423.1551209
1393,386.6537289
1394,348.2964347
1395,312.5119259
1396,281.5870594
1397,230.7976787
1398,78.45413128
1399,199.7899093
1400,143.177887
1401,196.8798522
1402,273.6365388
1403,311.7477077
1404,335.9795169
1405,347.650607
1406,347.0953686
1407,338.435679
1408,327.8021549
1409,321.2924783
1410,322.8161267
1411,330.9490658
1412,344.3124941
1413,365.6916384
1414,394.652828
1415,425.6496391
1416,453.8537724
1417,477.1540941
1418,495.0814855
1419,507.8393284
1420,515.8912645
1421,519.8601114
1422,520.5648896
1423,519.0709563
1424,516.6039991
1425,514.2106217
1426,512.2789388
1427,510.3333019
1428,507.4287894
1429,502.993406
1430,497.736078
1431,494.2989041
1432,497.0475339
1433,510.1281178
1434,534.6918159
1435,568.4379828
1436,607.8040185
1437,649.8683858
1438,692.8066483
1439,735.6327004
1440,777.863433
1441,782.637693
1442,750.387599
1443,718.2075903
1444,686.1520327
1445,654.2727939
1446,622.6140029
1447,591.2064713
1448,560.0614053
1449,529.159183
1450,498.423422
1451,467.6770786
1452,436.6338705
1453,405.1049827
1454,373.5357355
1455,342.7319953
1456,309.7901282
1457,264.3435515
1458,219.5806509
1459,232.7276124
1460,223.529505
1461,227.1773326
1462,249.0293313
1463,278.7153017
1464,311.9167169
1465,328.7409161
1466,328.6009929
1467,321.9617265
1468,320.1115386
1469,322.8375603
1470,322.9538755
1471,317.1161231
1472,312.8349206
1473,328.192047
1474,363.3573656
1475,401.4604051
1476,433.8498816
1477,458.9101335
1478,477.01365
1479,488.8681493
1480,495.1700229
1481,496.6264584
1482,494.1466029
1483,489.0988907
1484,483.3736661
1485,478.8455195
1486,476.23398
1487,474.3858648
1488,470.9736378
1489,464.0661131
1490,453.6347454
1491,442.9980547
1492,439.6742305
1493,452.1426439
1494,482.161974
1495,523.9210412
1496,570.837137
1497,618.9750639
1498,666.5549333
1499,712.908324
1500,757.8555463
1501,776.9007336
1502,744.890955
1503,713.0727247
1504,681.5334203
1505,650.3594054
1506,619.6247113
1507,589.3762817
1508,559.6181664
1509,530.2988621
1510,501.3078378
1511,472.4921292
1512,443.7157505
1513,414.9833561
1514,386.536336
1515,358.5421935
1516,330.3502248
1517,302.1737487
1518,282.3603358
1519,275.792489
1520,264.6746547
1521,240.8179403
1522,191.1916014
1523,223.8960678
1524,285.7557384
1525,306.5053838
1526,297.6144092
1527,281.6366163
1528,289.8102524
1529,308.0725304
1530,310.8722486
1531,290.0290509
1532,253.9847456
1533,266.3183161
1534,325.1890986
1535,376.0798499
1536,413.5975642
1537,440.3608425
1538,458.4479592
1539,469.2246715
1540,473.593178
1541,472.1955454
1542,465.7930771
1543,455.9200095
1544,445.4962556
1545,438.274031
1546,436.1147946
1547,436.6349917
1548,434.8536464
1549,426.4738065
1550,409.7466575
1551,387.5280695
1552,372.1284789
1553,383.7493132
1554,425.0783408
1555,479.7272838
1556,536.3743997
1557,591.1924977
1558,643.37188
1559,692.9985521
1560,740.368509
1561,770.8156522
1562,738.832772
1563,707.1176371
1564,675.7855532
1565,644.9529616
1566,614.7191621
1567,585.1400444
1568,556.1990271
1569,527.7881762
1570,499.7189972
1571,471.7784176
1572,443.817411
1573,415.8084758
1574,387.8266008
1575,360.2351588
1576,334.7256426
1577,315.073974
1578,303.2223501
1579,292.887126
1580,273.4461439
1581,238.8025344
1582,169.0695408
1583,209.4357119
1584,277.018697
1585,291.3906769
1586,260.6073911
1587,197.9494449
1588,239.2390169
1589,290.0644356
1590,300.5811302
1591,269.6942395
1592,173.0057229
1593,189.5809436
1594,294.9549134
1595,354.8314265
1596,394.7499643
1597,421.9240878
1598,439.3505447
1599,448.751697
1600,451.1151942
1601,446.764629
1602,435.7848742
1603,419.2130194
1604,401.0931568
1605,389.4315442
1606,389.8988875
1607,397.2383851
1608,400.9654672
1609,393.5752335
1610,370.8937816
1611,331.6302915
1612,288.4181882
1613,299.1611928
1614,367.3209036
1615,440.802618
1616,507.8140215
1617,568.5945074
1618,624.5138505
1619,676.686901
1620,725.9116262
1621,764.3143839
1622,732.1193709
1623,700.2161768
1624,668.7443874
1625,637.8509957
1626,607.6654929
1627,578.2586359
1628,549.5901402
1629,521.4664067
1630,493.5468983
1631,465.436983
1632,436.8494408
1633,407.6733979
1634,377.712441
1635,346.6817498
1636,317.3301564
1637,299.8849039
1638,296.2738272
1639,287.4890298
1640,256.7645542
1641,215.7553115
1642,220.9457848
1643,257.025437
1644,291.720571
1645,295.3940261
1646,255.6076977
1647,156.7891818
1648,227.531325
1649,290.2454297
1650,304.9063573
1651,281.4739438
1652,228.7647543
1653,229.8774432
1654,289.3345246
1655,339.6263594
1656,377.2076512
1657,403.2312599
1658,419.1945767
1659,426.8824643
1660,427.4680328
1661,420.7606055
1662,405.3608681
1663,380.1134975
1664,348.2207976
1665,326.3204136
1666,334.587334
1667,357.5998065
1668,372.3401804
1669,369.7835444
1670,345.494165
1671,292.2011487
1672,188.9347824
1673,201.6218433
1674,326.4027157
1675,415.8806227
1676,489.1425188
1677,553.1019166
1678,610.9834101
1679,664.5423557
1680,714.8349622
