x,y,dist,ffreq,part.a,part.b
579500,1073500,0,0,0,0
543500,1066500,0,0,0,0
541500,1063500,0,0,0,0
591500,1081500,0,0,0,0
598500,1098500,0,0,0,0
574500,1098500,0,0,0,0
546500,1071500,0,0,0,0
552500,1087500,0,0,0,0
566500,1075500,0,0,0,0
568500,1098500,0,0,0,0
561500,1097500,0,0,0,0
595500,1092500,0,0,0,0
572500,1077500,0,0,0,0
579500,1076500,0,0,0,0
552500,1072500,0,0,0,0
565500,1088500,0,0,0,0
560500,1090500,0,0,0,0
569500,1069500,0,0,0,0
570500,1096500,0,0,0,0
554500,1065500,0,0,0,0
548500,1075500,0,0,0,0
569500,1082500,0,0,0,0
582500,1101500,0,0,0,0
568500,1083500,0,0,0,0
548500,1076500,0,0,0,0
590500,1090500,0,0,0,0
582500,1083500,0,0,0,0
572500,1074500,0,0,0,0
590500,1077500,0,0,0,0
540500,1060500,0,0,0,0
564500,1096500,0,0,0,0
552500,1077500,0,0,0,0
538500,1068500,0,0,0,0
576500,1100500,0,0,0,0
544500,1069500,0,0,0,0
570500,1098500,0,0,0,0
561500,1087500,0,0,0,0
557500,1088500,0,0,0,0
580500,1100500,0,0,0,0
570500,1071500,0,0,0,0
579500,1083500,0,0,0,0
594500,1098500,0,0,0,0
566500,1078500,0,0,0,0
574500,1096500,0,0,0,0
594500,1091500,0,0,0,0
561500,1075500,0,0,0,0
583500,1086500,0,0,0,0
560500,1081500,0,0,0,0
558500,1060500,0,0,0,0
580500,1079500,0,0,0,0
554500,1071500,0,0,0,0
567500,1095500,0,0,0,0
558500,1062500,0,0,0,0
561500,1076500,0,0,0,0
565500,1084500,0,0,0,0
559500,1094500,0,0,0,0
573500,1072500,0,0,0,0
559500,1068500,0,0,0,0
539500,1069500,0,0,0,0
558500,1066500,0,0,0,0
574500,1091500,0,0,0,0
580500,1077500,0,0,0,0
561500,1067500,0,0,0,0
564500,1071500,0,0,0,0
574500,1084500,0,0,0,0
547500,1076500,0,0,0,0
571500,1090500,0,0,0,0
573500,1091500,0,0,0,0
584500,1087500,0,0,0,0
585500,1086500,0,0,0,0
586500,1092500,0,0,0,0
561500,1093500,0,0,0,0
594500,1100500,0,0,0,0
564500,1084500,0,0,0,0
578500,1083500,0,0,0,0
586500,1091500,0,0,0,0
542500,1070500,0,0,0,0
575500,1085500,0,0,0,0
576500,1067500,0,0,0,0
558500,1092500,0,0,0,0
565500,1062500,0,0,0,0
594500,1096500,0,0,0,0
571500,1093500,0,0,0,0
592500,1090500,0,0,0,0
540500,1073500,0,0,0,0
565500,1085500,0,0,0,0
565500,1077500,0,0,0,0
590500,1080500,0,0,0,0
580500,1086500,0,0,0,0
559500,1073500,0,0,0,0
568500,1099500,0,0,0,0
554500,1072500,0,0,0,0
564500,1065500,0,0,0,0
582500,1092500,0,0,0,0
579500,1070500,0,0,0,0
545500,1062500,0,0,0,0
579500,1072500,0,0,0,0
570500,1076500,0,0,0,0
583500,1082500,0,0,0,0
562500,1099500,0,0,0,0
585500,1078500,0,0,0,0
558500,1081500,0,0,0,0
574500,1066500,0,0,0,0
587500,1080500,0,0,0,0
539500,1071500,0,0,0,0
586500,1096500,0,0,0,0
568500,1076500,0,0,0,0
570500,1083500,0,0,0,0
543500,1071500,0,0,0,0
559500,1076500,0,0,0,0
594500,1102500,0,0,0,0
562500,1067500,0,0,0,0
560500,1099500,0,0,0,0
546500,1067500,0,0,0,0
576500,1074500,0,0,0,0
584500,1089500,0,0,0,0
541500,1062500,0,0,0,0
547500,1064500,0,0,0,0
573500,1100500,0,0,0,0
541500,1069500,0,0,0,0
581500,1076500,0,0,0,0
542500,1064500,0,0,0,0
564500,1078500,0,0,0,0
572500,1085500,0,0,0,0
578500,1088500,0,0,0,0
548500,1080500,0,0,0,0
543500,1077500,0,0,0,0
567500,1084500,0,0,0,0
576500,1073500,0,0,0,0
555500,1059500,0,0,0,0
540500,1067500,0,0,0,0
544500,1070500,0,0,0,0
554500,1074500,0,0,0,0
568500,1084500,0,0,0,0
569500,1101500,0,0,0,0
594500,1099500,0,0,0,0
542500,1068500,0,0,0,0
592500,1095500,0,0,0,0
571500,1070500,0,0,0,0
582500,1084500,0,0,0,0
573500,1092500,0,0,0,0
574500,1094500,0,0,0,0
558500,1093500,0,0,0,0
576500,1086500,0,0,0,0
556500,1062500,0,0,0,0
562500,1086500,0,0,0,0
583500,1087500,0,0,0,0
563500,1082500,0,0,0,0
559500,1082500,0,0,0,0
547500,1072500,0,0,0,0
560500,1092500,0,0,0,0
573500,1098500,0,0,0,0
568500,1071500,0,0,0,0
556500,1085500,0,0,0,0
564500,1100500,0,0,0,0
557500,1081500,0,0,0,0
547500,1077500,0,0,0,0
583500,1088500,0,0,0,0
591500,1102500,0,0,0,0
556500,1081500,0,0,0,0
594500,1095500,0,0,0,0
541500,1072500,0,0,0,0
586500,1093500,0,0,0,0
548500,1062500,0,0,0,0
584500,1082500,0,0,0,0
555500,1070500,0,0,0,0
591500,1083500,0,0,0,0
548500,1081500,0,0,0,0
564500,1081500,0,0,0,0
561500,1103500,0,0,0,0
549500,1068500,0,0,0,0
569500,1064500,0,0,0,0
545500,1070500,0,0,0,0
567500,1083500,0,0,0,0
590500,1083500,0,0,0,0
583500,1080500,0,0,0,0
578500,1071500,0,0,0,0
577500,1081500,0,0,0,0
584500,1096500,0,0,0,0
574500,1079500,0,0,0,0
567500,1069500,0,0,0,0
565500,1101500,0,0,0,0
592500,1091500,0,0,0,0
585500,1074500,0,0,0,0
590500,1089500,0,0,0,0
550500,1079500,0,0,0,0
544500,1062500,0,0,0,0
582500,1079500,0,0,0,0
575500,1093500,0,0,0,0
578500,1081500,0,0,0,0
574500,1099500,0,0,0,0
547500,1066500,0,0,0,0
592500,1099500,0,0,0,0
578500,1092500,0,0,0,0
556500,1089500,0,0,0,0
556500,1063500,0,0,0,0
568500,1091500,0,0,0,0
575500,1072500,0,0,0,0
561500,1102500,0,0,0,0
595500,1091500,0,0,0,0
580500,1087500,0,0,0,0
543500,1061500,0,0,0,0
580500,1084500,0,0,0,0
563500,1063500,0,0,0,0
562500,1079500,0,0,0,0
572500,1090500,0,0,0,0
568500,1073500,0,0,0,0
567500,1078500,0,0,0,0
568500,1079500,0,0,0,0
562500,1075500,0,0,0,0
548500,1072500,0,0,0,0
594500,1088500,0,0,0,0
588500,1094500,0,0,0,0
559500,1070500,0,0,0,0
561500,1089500,0,0,0,0
557500,1066500,0,0,0,0
572500,1073500,0,0,0,0
545500,1080500,0,0,0,0
581500,1092500,0,0,0,0
589500,1079500,0,0,0,0
579500,1095500,0,0,0,0
575500,1095500,0,0,0,0
581500,1099500,0,0,0,0
564500,1073500,0,0,0,0
569500,1063500,0,0,0,0
571500,1069500,0,0,0,0
567500,1074500,0,0,0,0
578500,1091500,0,0,0,0
556500,1076500,0,0,0,0
551500,1060500,0,0,0,0
562500,1084500,0,0,0,0
549500,1075500,0,0,0,0
568500,1086500,0,0,0,0
551500,1067500,0,0,0,0
577500,1093500,0,0,0,0
570500,1068500,0,0,0,0
556500,1059500,0,0,0,0
537500,1073500,0,0,0,0
576500,1070500,0,0,0,0
547500,1073500,0,0,0,0
564500,1104500,0,0,0,0
575500,1098500,0,0,0,0
573500,1069500,0,0,0,0
564500,1087500,0,0,0,0
573500,1099500,0,0,0,0
538500,1073500,0,0,0,0
570500,1064500,0,0,0,0
571500,1079500,0,0,0,0
583500,1096500,0,0,0,0
561500,1085500,0,0,0,0
570500,1078500,0,0,0,0
563500,1085500,0,0,0,0
586500,1074500,0,0,0,0
546500,1080500,0,0,0,0
562500,1088500,0,0,0,0
583500,1100500,0,0,0,0
573500,1075500,0,0,0,0
541500,1068500,0,0,0,0
569500,1083500,0,0,0,0
586500,1086500,0,0,0,0
588500,1079500,0,0,0,0
570500,1086500,0,0,0,0
575500,1089500,0,0,0,0
575500,1068500,0,0,0,0
575500,1091500,0,0,0,0
562500,1087500,0,0,0,0
552500,1073500,0,0,0,0
591500,1088500,0,0,0,0
587500,1085500,0,0,0,0
545500,1076500,0,0,0,0
560500,1087500,0,0,0,0
577500,1079500,0,0,0,0
585500,1096500,0,0,0,0
561500,1092500,0,0,0,0
551500,1076500,0,0,0,0
541500,1075500,0,0,0,0
571500,1076500,0,0,0,0
573500,1084500,0,0,0,0
562500,1070500,0,0,0,0
594500,1101500,0,0,0,0
557500,1068500,0,0,0,0
580500,1071500,0,0,0,0
540500,1074500,0,0,0,0
550500,1072500,0,0,0,0
575500,1074500,0,0,0,0
586500,1088500,0,0,0,0
585500,1099500,0,0,0,0
549500,1066500,0,0,0,0
555500,1074500,0,0,0,0
587500,1081500,0,0,0,0
562500,1093500,0,0,0,0
583500,1089500,0,0,0,0
590500,1102500,0,0,0,0
581500,1096500,0,0,0,0
569500,1090500,0,0,0,0
559500,1091500,0,0,0,0
559500,1086500,0,0,0,0
555500,1066500,0,0,0,0
581500,1093500,0,0,0,0
564500,1088500,0,0,0,0
578500,1075500,0,0,0,0
562500,1064500,0,0,0,0
582500,1100500,0,0,0,0
561500,1082500,0,0,0,0
549500,1080500,0,0,0,0
543500,1063500,0,0,0,0
546500,1074500,0,0,0,0
569500,1086500,0,0,0,0
585500,1080500,0,0,0,0
587500,1083500,0,0,0,0
581500,1073500,0,0,0,0
579500,1099500,0,0,0,0
585500,1079500,0,0,0,0
576500,1087500,0,0,0,0
587500,1079500,0,0,0,0
576500,1095500,0,0,0,0
578500,1073500,0,0,0,0
543500,1067500,0,0,0,0
572500,1098500,0,0,0,0
581500,1100500,0,0,0,0
570500,1073500,0,0,0,0
553500,1072500,0,0,0,0
565500,1102500,0,0,0,0
554500,1086500,0,0,0,0
563500,1075500,0,0,0,0
554500,1084500,0,0,0,0
585500,1075500,0,0,0,0
562500,1069500,0,0,0,0
590500,1094500,0,0,0,0
559500,1096500,0,0,0,0
593500,1089500,0,0,0,0
589500,1099500,0,0,0,0
550500,1066500,0,0,0,0
581500,1090500,0,0,0,0
572500,1092500,0,0,0,0
586500,1080500,0,0,0,0
571500,1099500,0,0,0,0
536500,1072500,0,0,0,0
585500,1087500,0,0,0,0
581500,1070500,0,0,0,0
585500,1097500,0,0,0,0
552500,1062500,0,0,0,0
584500,1074500,0,0,0,0
568500,1078500,0,0,0,0
540500,1075500,0,0,0,0
574500,1085500,0,0,0,0
569500,1094500,0,0,0,0
592500,1087500,0,0,0,0
589500,1076500,0,0,0,0
555500,1083500,0,0,0,0
566500,1097500,0,0,0,0
588500,1076500,0,0,0,0
546500,1066500,0,0,0,0
546500,1081500,0,0,0,0
552500,1069500,0,0,0,0
552500,1070500,0,0,0,0
568500,1064500,0,0,0,0
574500,1077500,0,0,0,0
567500,1065500,0,0,0,0
561500,1095500,0,0,0,0
