x,y,dist,ffreq,part.a,part.b
592223,1010000,0,0,0,0
594157,1010000,0,0,0,0
596091,1010000,0,0,0,0
598025,1010000,0,0,0,0
599959,1010000,0,0,0,0
601893,1010000,0,0,0,0
603827,1010000,0,0,0,0
605761,1010000,0,0,0,0
607695,1010000,0,0,0,0
609629,1010000,0,0,0,0
611563,1010000,0,0,0,0
613497,1010000,0,0,0,0
615431,1010000,0,0,0,0
617365,1010000,0,0,0,0
619299,1010000,0,0,0,0
621233,1010000,0,0,0,0
623167,1010000,0,0,0,0
625101,1010000,0,0,0,0
627035,1010000,0,0,0,0
628969,1010000,0,0,0,0
630903,1010000,0,0,0,0
632837,1010000,0,0,0,0
634771,1010000,0,0,0,0
636705,1010000,0,0,0,0
638639,1010000,0,0,0,0
640573,1010000,0,0,0,0
526467,1011800,0,0,0,0
528401,1011800,0,0,0,0
530335,1011800,0,0,0,0
532269,1011800,0,0,0,0
534203,1011800,0,0,0,0
536137,1011800,0,0,0,0
538071,1011800,0,0,0,0
540005,1011800,0,0,0,0
541939,1011800,0,0,0,0
543873,1011800,0,0,0,0
545807,1011800,0,0,0,0
547741,1011800,0,0,0,0
549675,1011800,0,0,0,0
551609,1011800,0,0,0,0
553543,1011800,0,0,0,0
555477,1011800,0,0,0,0
557411,1011800,0,0,0,0
559345,1011800,0,0,0,0
561279,1011800,0,0,0,0
563213,1011800,0,0,0,0
565147,1011800,0,0,0,0
567081,1011800,0,0,0,0
569015,1011800,0,0,0,0
570949,1011800,0,0,0,0
572883,1011800,0,0,0,0
574817,1011800,0,0,0,0
576751,1011800,0,0,0,0
578685,1011800,0,0,0,0
580619,1011800,0,0,0,0
582553,1011800,0,0,0,0
584487,1011800,0,0,0,0
586421,1011800,0,0,0,0
588355,1011800,0,0,0,0
590289,1011800,0,0,0,0
592223,1011800,0,0,0,0
594157,1011800,0,0,0,0
596091,1011800,0,0,0,0
598025,1011800,0,0,0,0
599959,1011800,0,0,0,0
601893,1011800,0,0,0,0
603827,1011800,0,0,0,0
605761,1011800,0,0,0,0
607695,1011800,0,0,0,0
609629,1011800,0,0,0,0
611563,1011800,0,0,0,0
613497,1011800,0,0,0,0
615431,1011800,0,0,0,0
617365,1011800,0,0,0,0
619299,1011800,0,0,0,0
621233,1011800,0,0,0,0
623167,1011800,0,0,0,0
625101,1011800,0,0,0,0
627035,1011800,0,0,0,0
628969,1011800,0,0,0,0
630903,1011800,0,0,0,0
632837,1011800,0,0,0,0
634771,1011800,0,0,0,0
636705,1011800,0,0,0,0
638639,1011800,0,0,0,0
640573,1011800,0,0,0,0
526467,1013600,0,0,0,0
528401,1013600,0,0,0,0
530335,1013600,0,0,0,0
532269,1013600,0,0,0,0
534203,1013600,0,0,0,0
536137,1013600,0,0,0,0
538071,1013600,0,0,0,0
540005,1013600,0,0,0,0
541939,1013600,0,0,0,0
543873,1013600,0,0,0,0
545807,1013600,0,0,0,0
547741,1013600,0,0,0,0
549675,1013600,0,0,0,0
551609,1013600,0,0,0,0
553543,1013600,0,0,0,0
555477,1013600,0,0,0,0
557411,1013600,0,0,0,0
559345,1013600,0,0,0,0
561279,1013600,0,0,0,0
563213,1013600,0,0,0,0
565147,1013600,0,0,0,0
567081,1013600,0,0,0,0
569015,1013600,0,0,0,0
570949,1013600,0,0,0,0
572883,1013600,0,0,0,0
574817,1013600,0,0,0,0
576751,1013600,0,0,0,0
578685,1013600,0,0,0,0
580619,1013600,0,0,0,0
582553,1013600,0,0,0,0
584487,1013600,0,0,0,0
586421,1013600,0,0,0,0
588355,1013600,0,0,0,0
590289,1013600,0,0,0,0
592223,1013600,0,0,0,0
594157,1013600,0,0,0,0
596091,1013600,0,0,0,0
598025,1013600,0,0,0,0
599959,1013600,0,0,0,0
601893,1013600,0,0,0,0
603827,1013600,0,0,0,0
605761,1013600,0,0,0,0
607695,1013600,0,0,0,0
609629,1013600,0,0,0,0
611563,1013600,0,0,0,0
613497,1013600,0,0,0,0
615431,1013600,0,0,0,0
617365,1013600,0,0,0,0
619299,1013600,0,0,0,0
621233,1013600,0,0,0,0
623167,1013600,0,0,0,0
625101,1013600,0,0,0,0
627035,1013600,0,0,0,0
628969,1013600,0,0,0,0
630903,1013600,0,0,0,0
632837,1013600,0,0,0,0
634771,1013600,0,0,0,0
636705,1013600,0,0,0,0
638639,1013600,0,0,0,0
640573,1013600,0,0,0,0
526467,1015400,0,0,0,0
528401,1015400,0,0,0,0
530335,1015400,0,0,0,0
532269,1015400,0,0,0,0
534203,1015400,0,0,0,0
536137,1015400,0,0,0,0
538071,1015400,0,0,0,0
540005,1015400,0,0,0,0
541939,1015400,0,0,0,0
543873,1015400,0,0,0,0
545807,1015400,0,0,0,0
547741,1015400,0,0,0,0
549675,1015400,0,0,0,0
551609,1015400,0,0,0,0
553543,1015400,0,0,0,0
555477,1015400,0,0,0,0
557411,1015400,0,0,0,0
559345,1015400,0,0,0,0
561279,1015400,0,0,0,0
563213,1015400,0,0,0,0
565147,1015400,0,0,0,0
567081,1015400,0,0,0,0
569015,1015400,0,0,0,0
570949,1015400,0,0,0,0
572883,1015400,0,0,0,0
574817,1015400,0,0,0,0
576751,1015400,0,0,0,0
578685,1015400,0,0,0,0
580619,1015400,0,0,0,0
582553,1015400,0,0,0,0
584487,1015400,0,0,0,0
586421,1015400,0,0,0,0
588355,1015400,0,0,0,0
590289,1015400,0,0,0,0
592223,1015400,0,0,0,0
594157,1015400,0,0,0,0
596091,1015400,0,0,0,0
598025,1015400,0,0,0,0
599959,1015400,0,0,0,0
601893,1015400,0,0,0,0
603827,1015400,0,0,0,0
605761,1015400,0,0,0,0
607695,1015400,0,0,0,0
609629,1015400,0,0,0,0
611563,1015400,0,0,0,0
613497,1015400,0,0,0,0
615431,1015400,0,0,0,0
617365,1015400,0,0,0,0
619299,1015400,0,0,0,0
621233,1015400,0,0,0,0
623167,1015400,0,0,0,0
625101,1015400,0,0,0,0
627035,1015400,0,0,0,0
628969,1015400,0,0,0,0
630903,1015400,0,0,0,0
632837,1015400,0,0,0,0
634771,1015400,0,0,0,0
636705,1015400,0,0,0,0
638639,1015400,0,0,0,0
640573,1015400,0,0,0,0
526467,1017200,0,0,0,0
528401,1017200,0,0,0,0
530335,1017200,0,0,0,0
532269,1017200,0,0,0,0
534203,1017200,0,0,0,0
536137,1017200,0,0,0,0
538071,1017200,0,0,0,0
540005,1017200,0,0,0,0
541939,1017200,0,0,0,0
543873,1017200,0,0,0,0
545807,1017200,0,0,0,0
547741,1017200,0,0,0,0
549675,1017200,0,0,0,0
551609,1017200,0,0,0,0
553543,1017200,0,0,0,0
555477,1017200,0,0,0,0
557411,1017200,0,0,0,0
559345,1017200,0,0,0,0
561279,1017200,0,0,0,0
563213,1017200,0,0,0,0
565147,1017200,0,0,0,0
567081,1017200,0,0,0,0
569015,1017200,0,0,0,0
570949,1017200,0,0,0,0
572883,1017200,0,0,0,0
574817,1017200,0,0,0,0
576751,1017200,0,0,0,0
578685,1017200,0,0,0,0
580619,1017200,0,0,0,0
582553,1017200,0,0,0,0
584487,1017200,0,0,0,0
586421,1017200,0,0,0,0
588355,1017200,0,0,0,0
590289,1017200,0,0,0,0
592223,1017200,0,0,0,0
594157,1017200,0,0,0,0
596091,1017200,0,0,0,0
598025,1017200,0,0,0,0
599959,1017200,0,0,0,0
601893,1017200,0,0,0,0
603827,1017200,0,0,0,0
605761,1017200,0,0,0,0
607695,1017200,0,0,0,0
609629,1017200,0,0,0,0
611563,1017200,0,0,0,0
613497,1017200,0,0,0,0
615431,1017200,0,0,0,0
617365,1017200,0,0,0,0
619299,1017200,0,0,0,0
621233,1017200,0,0,0,0
623167,1017200,0,0,0,0
625101,1017200,0,0,0,0
627035,1017200,0,0,0,0
628969,1017200,0,0,0,0
630903,1017200,0,0,0,0
632837,1017200,0,0,0,0
634771,1017200,0,0,0,0
636705,1017200,0,0,0,0
638639,1017200,0,0,0,0
640573,1017200,0,0,0,0
526467,1019000,0,0,0,0
528401,1019000,0,0,0,0
530335,1019000,0,0,0,0
532269,1019000,0,0,0,0
534203,1019000,0,0,0,0
536137,1019000,0,0,0,0
538071,1019000,0,0,0,0
540005,1019000,0,0,0,0
541939,1019000,0,0,0,0
543873,1019000,0,0,0,0
545807,1019000,0,0,0,0
547741,1019000,0,0,0,0
549675,1019000,0,0,0,0
551609,1019000,0,0,0,0
553543,1019000,0,0,0,0
555477,1019000,0,0,0,0
557411,1019000,0,0,0,0
559345,1019000,0,0,0,0
561279,1019000,0,0,0,0
563213,1019000,0,0,0,0
565147,1019000,0,0,0,0
567081,1019000,0,0,0,0
569015,1019000,0,0,0,0
570949,1019000,0,0,0,0
572883,1019000,0,0,0,0
574817,1019000,0,0,0,0
576751,1019000,0,0,0,0
578685,1019000,0,0,0,0
580619,1019000,0,0,0,0
582553,1019000,0,0,0,0
584487,1019000,0,0,0,0
586421,1019000,0,0,0,0
588355,1019000,0,0,0,0
590289,1019000,0,0,0,0
592223,1019000,0,0,0,0
594157,1019000,0,0,0,0
596091,1019000,0,0,0,0
598025,1019000,0,0,0,0
599959,1019000,0,0,0,0
601893,1019000,0,0,0,0
603827,1019000,0,0,0,0
605761,1019000,0,0,0,0
607695,1019000,0,0,0,0
609629,1019000,0,0,0,0
611563,1019000,0,0,0,0
613497,1019000,0,0,0,0
615431,1019000,0,0,0,0
617365,1019000,0,0,0,0
619299,1019000,0,0,0,0
621233,1019000,0,0,0,0
623167,1019000,0,0,0,0
625101,1019000,0,0,0,0
627035,1019000,0,0,0,0
628969,1019000,0,0,0,0
630903,1019000,0,0,0,0
632837,1019000,0,0,0,0
634771,1019000,0,0,0,0
636705,1019000,0,0,0,0
638639,1019000,0,0,0,0
640573,1019000,0,0,0,0
526467,1020800,0,0,0,0
528401,1020800,0,0,0,0
530335,1020800,0,0,0,0
532269,1020800,0,0,0,0
534203,1020800,0,0,0,0
536137,1020800,0,0,0,0
538071,1020800,0,0,0,0
540005,1020800,0,0,0,0
541939,1020800,0,0,0,0
543873,1020800,0,0,0,0
545807,1020800,0,0,0,0
547741,1020800,0,0,0,0
549675,1020800,0,0,0,0
551609,1020800,0,0,0,0
553543,1020800,0,0,0,0
555477,1020800,0,0,0,0
557411,1020800,0,0,0,0
559345,1020800,0,0,0,0
561279,1020800,0,0,0,0
563213,1020800,0,0,0,0
565147,1020800,0,0,0,0
567081,1020800,0,0,0,0
569015,1020800,0,0,0,0
570949,1020800,0,0,0,0
572883,1020800,0,0,0,0
574817,1020800,0,0,0,0
576751,1020800,0,0,0,0
578685,1020800,0,0,0,0
580619,1020800,0,0,0,0
582553,1020800,0,0,0,0
584487,1020800,0,0,0,0
586421,1020800,0,0,0,0
588355,1020800,0,0,0,0
590289,1020800,0,0,0,0
592223,1020800,0,0,0,0
594157,1020800,0,0,0,0
596091,1020800,0,0,0,0
598025,1020800,0,0,0,0
599959,1020800,0,0,0,0
601893,1020800,0,0,0,0
603827,1020800,0,0,0,0
605761,1020800,0,0,0,0
607695,1020800,0,0,0,0
609629,1020800,0,0,0,0
611563,1020800,0,0,0,0
613497,1020800,0,0,0,0
615431,1020800,0,0,0,0
617365,1020800,0,0,0,0
619299,1020800,0,0,0,0
621233,1020800,0,0,0,0
623167,1020800,0,0,0,0
625101,1020800,0,0,0,0
627035,1020800,0,0,0,0
628969,1020800,0,0,0,0
630903,1020800,0,0,0,0
632837,1020800,0,0,0,0
634771,1020800,0,0,0,0
636705,1020800,0,0,0,0
638639,1020800,0,0,0,0
640573,1020800,0,0,0,0
526467,1022600,0,0,0,0
528401,1022600,0,0,0,0
530335,1022600,0,0,0,0
532269,1022600,0,0,0,0
534203,1022600,0,0,0,0
536137,1022600,0,0,0,0
538071,1022600,0,0,0,0
540005,1022600,0,0,0,0
541939,1022600,0,0,0,0
543873,1022600,0,0,0,0
545807,1022600,0,0,0,0
547741,1022600,0,0,0,0
549675,1022600,0,0,0,0
551609,1022600,0,0,0,0
553543,1022600,0,0,0,0
555477,1022600,0,0,0,0
557411,1022600,0,0,0,0
559345,1022600,0,0,0,0
561279,1022600,0,0,0,0
563213,1022600,0,0,0,0
565147,1022600,0,0,0,0
567081,1022600,0,0,0,0
569015,1022600,0,0,0,0
570949,1022600,0,0,0,0
572883,1022600,0,0,0,0
574817,1022600,0,0,0,0
576751,1022600,0,0,0,0
578685,1022600,0,0,0,0
580619,1022600,0,0,0,0
582553,1022600,0,0,0,0
584487,1022600,0,0,0,0
586421,1022600,0,0,0,0
588355,1022600,0,0,0,0
590289,1022600,0,0,0,0
592223,1022600,0,0,0,0
594157,1022600,0,0,0,0
596091,1022600,0,0,0,0
598025,1022600,0,0,0,0
599959,1022600,0,0,0,0
601893,1022600,0,0,0,0
603827,1022600,0,0,0,0
605761,1022600,0,0,0,0
607695,1022600,0,0,0,0
609629,1022600,0,0,0,0
611563,1022600,0,0,0,0
613497,1022600,0,0,0,0
615431,1022600,0,0,0,0
617365,1022600,0,0,0,0
619299,1022600,0,0,0,0
621233,1022600,0,0,0,0
623167,1022600,0,0,0,0
625101,1022600,0,0,0,0
627035,1022600,0,0,0,0
628969,1022600,0,0,0,0
630903,1022600,0,0,0,0
632837,1022600,0,0,0,0
634771,1022600,0,0,0,0
636705,1022600,0,0,0,0
638639,1022600,0,0,0,0
640573,1022600,0,0,0,0
526467,1024400,0,0,0,0
528401,1024400,0,0,0,0
530335,1024400,0,0,0,0
532269,1024400,0,0,0,0
534203,1024400,0,0,0,0
536137,1024400,0,0,0,0
538071,1024400,0,0,0,0
540005,1024400,0,0,0,0
541939,1024400,0,0,0,0
543873,1024400,0,0,0,0
545807,1024400,0,0,0,0
547741,1024400,0,0,0,0
549675,1024400,0,0,0,0
551609,1024400,0,0,0,0
553543,1024400,0,0,0,0
555477,1024400,0,0,0,0
557411,1024400,0,0,0,0
559345,1024400,0,0,0,0
561279,1024400,0,0,0,0
563213,1024400,0,0,0,0
565147,1024400,0,0,0,0
567081,1024400,0,0,0,0
569015,1024400,0,0,0,0
570949,1024400,0,0,0,0
572883,1024400,0,0,0,0
574817,1024400,0,0,0,0
576751,1024400,0,0,0,0
578685,1024400,0,0,0,0
580619,1024400,0,0,0,0
582553,1024400,0,0,0,0
584487,1024400,0,0,0,0
586421,1024400,0,0,0,0
588355,1024400,0,0,0,0
590289,1024400,0,0,0,0
592223,1024400,0,0,0,0
